CPT only copyright 2016 American Medical Association. All rights reserved.,,,,,,,,
,,,,,,,,
"""2016 Part B National Summary Data File
Code Range: 02) Surgery (10000 - 69999)"" ",,,,,,,,
This data table begins with column headers on row 5 and data cells are A-6 through F-17951,,,,,,,,
MALE GENITALIA,55720,SG,N/A,"$2,463.42","$1,931.31",,,
MALE GENITALIA,55720,OTHER,13,"$6,501.87","$5,090.57",,,
MALE GENITALIA,55720,TOTAL,16,"$8,965.29","$7,021.88",,,
MALE GENITALIA,55725,OTHER,N/A,"$3,260.44","$2,556.20",,,
MALE GENITALIA,55725,TOTAL,N/A,"$3,260.44","$2,556.20",,,
MALE GENITALIA,55801,80S,N/A,$997.70,$782.20,,,
MALE GENITALIA,55801,OTHER,35,"$30,205.43","$23,508.52",,,
MALE GENITALIA,55801,TOTAL,42,"$31,203.13","$24,290.72",,,
MALE GENITALIA,55810,80S,37,"$7,560.50","$5,797.32",,,
MALE GENITALIA,55810,OTHER,113,"$145,247.49","$113,449.96",,,
MALE GENITALIA,55810,TOTAL,150,"$152,807.99","$119,247.28",,,
MALE GENITALIA,55812,80S,N/A,$512.24,$401.59,,,
MALE GENITALIA,55812,OTHER,N/A,"$7,939.01","$6,224.18",,,
MALE GENITALIA,55812,TOTAL,N/A,"$8,451.25","$6,625.77",,,
MALE GENITALIA,55815,80S,N/A,"$1,556.52","$1,090.17",,,
MALE GENITALIA,55815,OTHER,16,"$23,397.68","$18,343.78",,,
MALE GENITALIA,55815,TOTAL,23,"$24,954.20","$19,433.95",,,
MALE GENITALIA,55821,80S,485,"$65,306.68","$49,752.54",,,
MALE GENITALIA,55821,OTHER,965,"$844,202.79","$649,924.50",,,
MALE GENITALIA,55821,TOTAL,"1,450","$909,509.47","$699,677.04",,,
MALE GENITALIA,55831,80S,282,"$42,821.94","$33,143.76",,,
MALE GENITALIA,55831,OTHER,522,"$509,728.27","$393,033.40",,,
MALE GENITALIA,55831,TOTAL,804,"$552,550.21","$426,177.16",,,
MALE GENITALIA,55840,80S,493,"$61,132.86","$47,561.19",,,
MALE GENITALIA,55840,OTHER,"1,745","$1,271,371.65","$988,465.85",,,
MALE GENITALIA,55840,TOTAL,"2,238","$1,332,504.51","$1,036,027.04",,,
MALE GENITALIA,55842,80S,74,"$13,120.99","$10,090.24",,,
MALE GENITALIA,55842,OTHER,220,"$252,860.26","$195,669.18",,,
MALE GENITALIA,55842,TOTAL,294,"$265,981.25","$205,759.42",,,
MALE GENITALIA,55845,80S,692,"$143,554.82","$110,099.66",,,
MALE GENITALIA,55845,OTHER,"1,554","$2,033,101.28","$1,565,837.51",,,
MALE GENITALIA,55845,TOTAL,"2,246","$2,176,656.10","$1,675,937.17",,,
MALE GENITALIA,55860,OTHER,40,"$34,646.22","$26,917.30",,,
MALE GENITALIA,55860,TOTAL,40,"$34,646.22","$26,917.30",,,
MALE GENITALIA,55862,80S,N/A,$199.41,$156.34,,,
MALE GENITALIA,55862,OTHER,N/A,"$2,365.30","$1,854.39",,,
MALE GENITALIA,55862,TOTAL,N/A,"$2,564.71","$2,010.73",,,
MALE GENITALIA,55865,OTHER,N/A,"$6,146.85","$4,819.16",,,
MALE GENITALIA,55865,TOTAL,N/A,"$6,146.85","$4,819.16",,,
MALE GENITALIA,55866,80S,"5,895","$1,228,664.39","$949,300.18",,,
MALE GENITALIA,55866,OTHER,"16,467","$23,175,220.22","$17,878,163.65",,,
MALE GENITALIA,55866,TOTAL,"22,362","$24,403,884.61","$18,827,463.83",,,
MALE GENITALIA,55870,OTHER,21,"$2,932.75","$2,181.77",,,
MALE GENITALIA,55870,TOTAL,21,"$2,932.75","$2,181.77",,,
MALE GENITALIA,55873,80S,N/A,$0.00,$0.00,,,
MALE GENITALIA,55873,OTHER,"1,706","$2,122,858.61","$1,636,961.02",,,
MALE GENITALIA,55873,TOTAL,"1,706","$2,122,858.61","$1,636,961.02",,,
MALE GENITALIA,55875,80S,328,"$40,870.47","$32,043.50",,,
MALE GENITALIA,55875,SG,219,"$281,546.63","$219,733.66",,,
MALE GENITALIA,55875,OTHER,"6,500","$5,587,064.50","$4,325,545.79",,,
MALE GENITALIA,55875,TOTAL,"7,047","$5,909,481.60","$4,577,322.95",,,
MALE GENITALIA,55876,80S,N/A,$0.00,$0.00,,,
MALE GENITALIA,55876,SG,12,$827.48,$648.74,,,
MALE GENITALIA,55876,OTHER,"17,005","$2,079,870.16","$1,571,984.73",,,
MALE GENITALIA,55876,TOTAL,"17,017","$2,080,697.64","$1,572,633.47",,,
MALE GENITALIA,55899,80S,68,"$14,541.21","$11,387.68",,,
MALE GENITALIA,55899,OTHER,415,"$339,190.56","$264,737.88",,,
MALE GENITALIA,55899,TOTAL,483,"$353,731.77","$276,125.56",,,
MALE GENITALIA,55920,80S,N/A,$69.38,$54.39,,,
MALE GENITALIA,55920,OTHER,294,"$136,257.02","$106,764.07",,,
MALE GENITALIA,55920,TOTAL,295,"$136,326.40","$106,818.46",,,
MALE GENITALIA,55970,OTHER,N/A,"$21,846.27","$17,127.47",,,
MALE GENITALIA,55970,TOTAL,N/A,"$21,846.27","$17,127.47",,,
MALE GENITALIA,55980,OTHER,N/A,"$4,500.00","$3,528.00",,,
MALE GENITALIA,55980,TOTAL,N/A,"$4,500.00","$3,528.00",,,
MATERNITY,59000,OTHER,159,"$16,036.33","$12,006.36",,,
MATERNITY,59000,TOTAL,159,"$16,036.33","$12,006.36",,,
MATERNITY,59001,OTHER,N/A,"$1,360.82",$927.64,,,
MATERNITY,59001,TOTAL,N/A,"$1,360.82",$927.64,,,
MATERNITY,59012,OTHER,N/A,"$1,480.32","$1,160.54",,,
MATERNITY,59012,TOTAL,N/A,"$1,480.32","$1,160.54",,,
MATERNITY,59015,OTHER,20,"$2,902.79","$2,187.67",,,
MATERNITY,59015,TOTAL,20,"$2,902.79","$2,187.67",,,
MATERNITY,59020,OTHER,54,"$3,183.79","$2,493.54",,,
MATERNITY,59020,TOTAL,54,"$3,183.79","$2,493.54",,,
MATERNITY,59025,OTHER,"22,543","$798,308.13","$597,505.65",,,
MATERNITY,59025,TOTAL,"22,543","$798,308.13","$597,505.65",,,
MATERNITY,59050,OTHER,N/A,$103.61,$81.24,,,
MATERNITY,59050,TOTAL,N/A,$103.61,$81.24,,,
MATERNITY,59051,OTHER,32,"$1,417.96","$1,039.78",,,
MATERNITY,59051,TOTAL,32,"$1,417.96","$1,039.78",,,
MATERNITY,59070,OTHER,N/A,$592.77,$464.73,,,
MATERNITY,59070,TOTAL,N/A,$592.77,$464.73,,,
MATERNITY,59072,OTHER,N/A,$467.24,$366.31,,,
MATERNITY,59072,TOTAL,N/A,$467.24,$366.31,,,
MATERNITY,59074,OTHER,N/A,$647.72,$497.65,,,
MATERNITY,59074,TOTAL,N/A,$647.72,$497.65,,,
MATERNITY,59120,80S,N/A,"$1,224.73",$957.94,,,
MATERNITY,59120,OTHER,31,"$23,749.34","$18,568.89",,,
MATERNITY,59120,TOTAL,41,"$24,974.07","$19,526.83",,,
MATERNITY,59121,80S,N/A,$71.67,$56.19,,,
MATERNITY,59121,OTHER,N/A,"$1,316.62","$1,032.24",,,
MATERNITY,59121,TOTAL,N/A,"$1,388.29","$1,088.43",,,
MATERNITY,59136,OTHER,N/A,"$1,260.33",$988.09,,,
MATERNITY,59136,TOTAL,N/A,"$1,260.33",$988.09,,,
MATERNITY,59140,OTHER,N/A,$408.12,$313.57,,,
MATERNITY,59140,TOTAL,N/A,$408.12,$313.57,,,
MATERNITY,59150,80S,N/A,$358.32,$279.15,,,
MATERNITY,59150,OTHER,27,"$20,737.00","$15,761.04",,,
MATERNITY,59150,TOTAL,30,"$21,095.32","$16,040.19",,,
MATERNITY,59151,80S,18,"$2,135.88","$1,622.75",,,
MATERNITY,59151,OTHER,144,"$106,075.41","$81,010.75",,,
MATERNITY,59151,TOTAL,162,"$108,211.29","$82,633.50",,,
MATERNITY,59160,OTHER,95,"$16,190.48","$12,351.95",,,
MATERNITY,59160,TOTAL,95,"$16,190.48","$12,351.95",,,
MATERNITY,59200,OTHER,200,"$10,191.25","$7,629.27",,,
MATERNITY,59200,TOTAL,200,"$10,191.25","$7,629.27",,,
MATERNITY,59300,80S,N/A,$11.32,$8.88,,,
MATERNITY,59300,OTHER,38,"$4,396.01","$3,390.78",,,
MATERNITY,59300,TOTAL,39,"$4,407.33","$3,399.66",,,
MATERNITY,59320,80S,N/A,$0.00,$0.00,,,
MATERNITY,59320,OTHER,145,"$22,063.37","$16,416.05",,,
MATERNITY,59320,TOTAL,145,"$22,063.37","$16,416.05",,,
MATERNITY,59325,OTHER,N/A,$227.48,$178.34,,,
MATERNITY,59325,TOTAL,N/A,$227.48,$178.34,,,
MATERNITY,59350,OTHER,N/A,$945.80,$621.84,,,
MATERNITY,59350,TOTAL,N/A,$945.80,$621.84,,,
MATERNITY,59400,OTHER,"3,710","$7,713,427.28","$5,917,610.81",,,
MATERNITY,59400,TOTAL,"3,710","$7,713,427.28","$5,917,610.81",,,
MATERNITY,59409,80S,N/A,$262.74,$206.00,,,
MATERNITY,59409,OTHER,"1,903","$1,567,402.02","$1,209,154.73",,,
MATERNITY,59409,TOTAL,"1,905","$1,567,664.76","$1,209,360.73",,,
MATERNITY,59410,80S,N/A,$0.00,$0.00,,,
MATERNITY,59410,OTHER,"1,067","$1,110,881.65","$854,578.10",,,
MATERNITY,59410,TOTAL,"1,067","$1,110,881.65","$854,578.10",,,
MATERNITY,59412,80S,N/A,$32.11,$25.18,,,
MATERNITY,59412,OTHER,51,"$5,152.94","$3,885.76",,,
MATERNITY,59412,TOTAL,53,"$5,185.05","$3,910.94",,,
MATERNITY,59414,OTHER,64,"$5,508.84","$4,116.36",,,
MATERNITY,59414,TOTAL,64,"$5,508.84","$4,116.36",,,
MATERNITY,59425,OTHER,"1,075","$362,108.28","$279,008.89",,,
MATERNITY,59425,TOTAL,"1,075","$362,108.28","$279,008.89",,,
MATERNITY,59426,OTHER,"1,361","$722,776.62","$554,639.19",,,
MATERNITY,59426,TOTAL,"1,361","$722,776.62","$554,639.19",,,
MATERNITY,59430,OTHER,"1,298","$211,256.78","$151,212.89",,,
MATERNITY,59430,TOTAL,"1,298","$211,256.78","$151,212.89",,,
MATERNITY,59510,80S,N/A,$0.00,$0.00,,,
MATERNITY,59510,OTHER,"3,082","$7,117,623.15","$5,447,048.43",,,
MATERNITY,59510,TOTAL,"3,082","$7,117,623.15","$5,447,048.43",,,
MATERNITY,59514,80S,"1,434","$208,139.53","$157,616.35",,,
MATERNITY,59514,OTHER,"1,559","$1,436,517.36","$1,114,067.15",,,
MATERNITY,59514,TOTAL,"2,993","$1,644,656.89","$1,271,683.50",,,
MATERNITY,59515,80S,N/A,$0.00,$0.00,,,
MATERNITY,59515,OTHER,"1,021","$1,292,525.56","$996,171.48",,,
MATERNITY,59515,TOTAL,"1,021","$1,292,525.56","$996,171.48",,,
MATERNITY,59525,80S,N/A,$151.14,$118.50,,,
MATERNITY,59525,OTHER,16,"$7,677.69","$6,012.04",,,
MATERNITY,59525,TOTAL,18,"$7,828.83","$6,130.54",,,
MATERNITY,59610,OTHER,101,"$220,624.37","$167,673.29",,,
MATERNITY,59610,TOTAL,101,"$220,624.37","$167,673.29",,,
MATERNITY,59612,OTHER,69,"$64,154.01","$49,629.30",,,
MATERNITY,59612,TOTAL,69,"$64,154.01","$49,629.30",,,
MATERNITY,59614,OTHER,49,"$57,364.04","$44,275.76",,,
MATERNITY,59614,TOTAL,49,"$57,364.04","$44,275.76",,,
MATERNITY,59618,OTHER,22,"$51,893.19","$38,795.61",,,
MATERNITY,59618,TOTAL,22,"$51,893.19","$38,795.61",,,
MATERNITY,59620,80S,N/A,$914.82,$709.96,,,
MATERNITY,59620,OTHER,11,"$9,676.68","$7,524.47",,,
MATERNITY,59620,TOTAL,17,"$10,591.50","$8,234.43",,,
MATERNITY,59622,OTHER,N/A,"$11,935.45","$9,338.77",,,
MATERNITY,59622,TOTAL,N/A,"$11,935.45","$9,338.77",,,
MATERNITY,59812,SG,N/A,"$1,078.41",$845.48,,,
MATERNITY,59812,OTHER,352,"$107,044.57","$81,396.87",,,
MATERNITY,59812,TOTAL,353,"$108,122.98","$82,242.35",,,
MATERNITY,59820,SG,N/A,$922.72,$723.42,,,
MATERNITY,59820,OTHER,674,"$258,828.48","$196,892.93",,,
MATERNITY,59820,TOTAL,675,"$259,751.20","$197,616.35",,,
MATERNITY,59821,OTHER,55,"$18,914.93","$14,394.47",,,
MATERNITY,59821,TOTAL,55,"$18,914.93","$14,394.47",,,
MATERNITY,59830,OTHER,N/A,"$1,280.74",$869.61,,,
MATERNITY,59830,TOTAL,N/A,"$1,280.74",$869.61,,,
MATERNITY,59840,OTHER,28,"$6,916.36","$5,195.23",,,
MATERNITY,59840,TOTAL,28,"$6,916.36","$5,195.23",,,
MATERNITY,59841,OTHER,19,"$7,919.96","$6,197.37",,,
MATERNITY,59841,TOTAL,19,"$7,919.96","$6,197.37",,,
MATERNITY,59850,OTHER,N/A,$338.70,$265.54,,,
MATERNITY,59850,TOTAL,N/A,$338.70,$265.54,,,
MATERNITY,59851,OTHER,N/A,$358.65,$275.56,,,
MATERNITY,59851,TOTAL,N/A,$358.65,$275.56,,,
MATERNITY,59855,OTHER,N/A,"$1,527.89","$1,197.87",,,
MATERNITY,59855,TOTAL,N/A,"$1,527.89","$1,197.87",,,
MATERNITY,59856,OTHER,N/A,"$1,406.17","$1,095.44",,,
MATERNITY,59856,TOTAL,N/A,"$1,406.17","$1,095.44",,,
MATERNITY,59857,80S,N/A,$0.00,$0.00,,,
MATERNITY,59857,TOTAL,N/A,$0.00,$0.00,,,
MATERNITY,59870,OTHER,N/A,"$3,863.31","$2,999.22",,,
MATERNITY,59870,TOTAL,N/A,"$3,863.31","$2,999.22",,,
MATERNITY,59871,OTHER,33,"$3,791.17","$2,884.84",,,
MATERNITY,59871,TOTAL,33,"$3,791.17","$2,884.84",,,
MATERNITY,59899,OTHER,N/A,$136.58,$107.07,,,
MATERNITY,59899,TOTAL,N/A,$136.58,$107.07,,,
MEDIASTINUM,39000,80S,67,"$3,641.53","$2,855.04",,,
MEDIASTINUM,39000,OTHER,300,"$122,887.43","$96,075.79",,,
MEDIASTINUM,39000,TOTAL,367,"$126,528.96","$98,930.83",,,
MEDIASTINUM,39010,80S,341,"$35,146.06","$27,310.07",,,
MEDIASTINUM,39010,OTHER,"1,017","$686,739.93","$531,368.77",,,
MEDIASTINUM,39010,TOTAL,"1,358","$721,885.99","$558,678.84",,,
MEDIASTINUM,39200,80S,22,"$2,073.48","$1,623.02",,,
MEDIASTINUM,39200,OTHER,50,"$34,781.12","$27,232.65",,,
MEDIASTINUM,39200,TOTAL,72,"$36,854.60","$28,855.67",,,
MEDIASTINUM,39220,80S,131,"$19,161.33","$15,022.62",,,
MEDIASTINUM,39220,OTHER,435,"$431,725.69","$336,407.64",,,
MEDIASTINUM,39220,TOTAL,566,"$450,887.02","$351,430.26",,,
MEDIASTINUM,39401,80S,N/A,$0.00,$0.00,,,
MEDIASTINUM,39401,OTHER,"1,198","$343,614.03","$266,601.20",,,
MEDIASTINUM,39401,TOTAL,"1,198","$343,614.03","$266,601.20",,,
MEDIASTINUM,39402,80S,N/A,$0.00,$0.00,,,
MEDIASTINUM,39402,OTHER,"5,710","$2,070,895.11","$1,607,873.86",,,
MEDIASTINUM,39402,TOTAL,"5,710","$2,070,895.11","$1,607,873.86",,,
MEDIASTINUM,39499,80S,N/A,$303.97,$238.32,,,
MEDIASTINUM,39499,OTHER,25,"$15,604.98","$12,234.30",,,
MEDIASTINUM,39499,TOTAL,29,"$15,908.95","$12,472.62",,,
MEDIASTINUM,39501,80S,87,"$7,877.92","$6,029.31",,,
MEDIASTINUM,39501,OTHER,339,"$194,383.29","$151,250.30",,,
MEDIASTINUM,39501,TOTAL,426,"$202,261.21","$157,279.61",,,
MEDIASTINUM,39503,80S,N/A,$0.00,$0.00,,,
MEDIASTINUM,39503,OTHER,N/A,"$31,874.42","$24,894.82",,,
MEDIASTINUM,39503,TOTAL,N/A,"$31,874.42","$24,894.82",,,
MEDIASTINUM,39540,80S,35,"$3,626.32","$2,843.06",,,
MEDIASTINUM,39540,OTHER,143,"$98,330.72","$76,882.68",,,
MEDIASTINUM,39540,TOTAL,178,"$101,957.04","$79,725.74",,,
MEDIASTINUM,39541,80S,64,"$7,756.39","$5,651.80",,,
MEDIASTINUM,39541,OTHER,215,"$159,830.88","$122,202.00",,,
MEDIASTINUM,39541,TOTAL,279,"$167,587.27","$127,853.80",,,
MEDIASTINUM,39545,80S,66,"$7,153.01","$5,427.30",,,
MEDIASTINUM,39545,OTHER,207,"$159,775.86","$123,207.68",,,
MEDIASTINUM,39545,TOTAL,273,"$166,928.87","$128,634.98",,,
MEDIASTINUM,39560,80S,163,"$11,211.23","$8,729.06",,,
MEDIASTINUM,39560,OTHER,583,"$263,452.83","$204,325.31",,,
MEDIASTINUM,39560,TOTAL,746,"$274,664.06","$213,054.37",,,
MEDIASTINUM,39561,80S,52,"$6,729.10","$5,267.11",,,
MEDIASTINUM,39561,OTHER,269,"$205,298.83","$159,574.32",,,
MEDIASTINUM,39561,TOTAL,321,"$212,027.93","$164,841.43",,,
MEDIASTINUM,39599,80S,65,"$6,461.86","$5,062.93",,,
MEDIASTINUM,39599,OTHER,212,"$161,846.69","$126,843.29",,,
MEDIASTINUM,39599,TOTAL,277,"$168,308.55","$131,906.22",,,
MUSCULOSKELETAL,20005,80S,N/A,$0.00,$0.00,,,
MUSCULOSKELETAL,20005,SG,N/A,$877.88,$688.25,,,
MUSCULOSKELETAL,20005,OTHER,"4,419","$1,122,008.67","$859,530.54",,,
MUSCULOSKELETAL,20005,TOTAL,"4,420","$1,122,886.55","$860,218.79",,,
MUSCULOSKELETAL,20100,80S,23,"$1,891.66","$1,481.49",,,
MUSCULOSKELETAL,20100,OTHER,320,"$173,933.03","$133,743.50",,,
MUSCULOSKELETAL,20100,TOTAL,343,"$175,824.69","$135,224.99",,,
MUSCULOSKELETAL,20101,80S,N/A,$0.00,$0.00,,,
MUSCULOSKELETAL,20101,OTHER,83,"$14,883.40","$11,287.83",,,
MUSCULOSKELETAL,20101,TOTAL,83,"$14,883.40","$11,287.83",,,
MUSCULOSKELETAL,20102,80S,N/A,$0.00,$0.00,,,
MUSCULOSKELETAL,20102,SG,N/A,$0.00,$0.00,,,
MUSCULOSKELETAL,20102,OTHER,384,"$88,751.60","$68,190.54",,,
MUSCULOSKELETAL,20102,TOTAL,384,"$88,751.60","$68,190.54",,,
MUSCULOSKELETAL,20103,80S,31,"$1,238.05",$928.58,,,
MUSCULOSKELETAL,20103,SG,N/A,"$2,590.38","$1,987.91",,,
MUSCULOSKELETAL,20103,OTHER,"1,872","$570,990.73","$439,542.70",,,
MUSCULOSKELETAL,20103,TOTAL,"1,910","$574,819.16","$442,459.19",,,
MUSCULOSKELETAL,20150,OTHER,N/A,"$5,167.47","$3,972.90",,,
MUSCULOSKELETAL,20150,TOTAL,N/A,"$5,167.47","$3,972.90",,,
MUSCULOSKELETAL,20200,80S,N/A,$0.00,$0.00,,,
MUSCULOSKELETAL,20200,SG,N/A,"$2,624.14","$1,531.56",,,
MUSCULOSKELETAL,20200,OTHER,838,"$112,223.24","$85,914.55",,,
MUSCULOSKELETAL,20200,TOTAL,842,"$114,847.38","$87,446.11",,,
MUSCULOSKELETAL,20205,80S,N/A,$0.00,$0.00,,,
MUSCULOSKELETAL,20205,SG,N/A,"$3,741.48","$2,923.43",,,
MUSCULOSKELETAL,20205,OTHER,"2,473","$467,081.41","$356,228.68",,,
MUSCULOSKELETAL,20205,TOTAL,"2,478","$470,822.89","$359,152.11",,,
MUSCULOSKELETAL,20206,80S,N/A,$0.00,$0.00,,,
MUSCULOSKELETAL,20206,OTHER,"15,486","$1,132,718.28","$871,261.23",,,
MUSCULOSKELETAL,20206,TOTAL,"15,486","$1,132,718.28","$871,261.23",,,
MUSCULOSKELETAL,20220,80S,N/A,$0.00,$0.00,,,
MUSCULOSKELETAL,20220,SG,N/A,"$1,809.01","$1,418.26",,,
MUSCULOSKELETAL,20220,OTHER,"11,250","$859,771.11","$665,282.68",,,
MUSCULOSKELETAL,20220,TOTAL,"11,254","$861,580.12","$666,700.94",,,
MUSCULOSKELETAL,20225,80S,N/A,$0.00,$0.00,,,
MUSCULOSKELETAL,20225,SG,N/A,"$1,642.19","$1,287.47",,,
MUSCULOSKELETAL,20225,OTHER,"14,052","$1,768,576.14","$1,370,048.39",,,
MUSCULOSKELETAL,20225,TOTAL,"14,055","$1,770,218.33","$1,371,335.86",,,
MUSCULOSKELETAL,20240,80S,N/A,$0.00,$0.00,,,
MUSCULOSKELETAL,20240,SG,N/A,"$3,067.08","$2,404.60",,,
MUSCULOSKELETAL,20240,OTHER,"4,164","$569,977.16","$439,768.89",,,
MUSCULOSKELETAL,20240,TOTAL,"4,169","$573,044.24","$442,173.49",,,
MUSCULOSKELETAL,20245,80S,N/A,$0.00,$0.00,,,
MUSCULOSKELETAL,20245,SG,N/A,"$2,812.94","$2,205.35",,,
MUSCULOSKELETAL,20245,OTHER,"4,081","$1,611,783.16","$1,249,431.86",,,
MUSCULOSKELETAL,20245,TOTAL,"4,085","$1,614,596.10","$1,251,637.21",,,
MUSCULOSKELETAL,20250,80S,N/A,$0.00,$0.00,,,
MUSCULOSKELETAL,20250,OTHER,125,"$31,876.95","$25,175.94",,,
MUSCULOSKELETAL,20250,TOTAL,125,"$31,876.95","$25,175.94",,,
MUSCULOSKELETAL,20251,80S,81,"$2,730.22","$2,140.50",,,
MUSCULOSKELETAL,20251,OTHER,297,"$84,805.96","$66,791.04",,,
MUSCULOSKELETAL,20251,TOTAL,378,"$87,536.18","$68,931.54",,,
MUSCULOSKELETAL,20500,80S,N/A,$0.00,$0.00,,,
MUSCULOSKELETAL,20500,OTHER,968,"$81,907.41","$61,495.00",,,
MUSCULOSKELETAL,20500,TOTAL,968,"$81,907.41","$61,495.00",,,
MUSCULOSKELETAL,20501,OTHER,"2,509","$94,616.62","$72,992.88",,,
MUSCULOSKELETAL,20501,TOTAL,"2,509","$94,616.62","$72,992.88",,,
MUSCULOSKELETAL,20520,80S,N/A,$0.00,$0.00,,,
MUSCULOSKELETAL,20520,SG,N/A,$870.79,$567.25,,,
MUSCULOSKELETAL,20520,OTHER,"2,317","$376,310.71","$278,280.13",,,
MUSCULOSKELETAL,20520,TOTAL,"2,324","$377,181.50","$278,847.38",,,
MUSCULOSKELETAL,20525,80S,N/A,$0.00,$0.00,,,
MUSCULOSKELETAL,20525,SG,31,"$20,991.42","$16,441.59",,,
MUSCULOSKELETAL,20525,OTHER,"2,285","$731,654.82","$563,889.81",,,
MUSCULOSKELETAL,20525,TOTAL,"2,316","$752,646.24","$580,331.40",,,
MUSCULOSKELETAL,20526,80S,N/A,$0.00,$0.00,,,
MUSCULOSKELETAL,20526,SG,36,$801.42,$628.36,,,
MUSCULOSKELETAL,20526,OTHER,"73,607","$5,940,991.02","$4,387,571.16",,,
MUSCULOSKELETAL,20526,TOTAL,"73,643","$5,941,792.44","$4,388,199.52",,,
MUSCULOSKELETAL,20527,OTHER,"8,576","$667,072.79","$489,464.61",,,
MUSCULOSKELETAL,20527,TOTAL,"8,576","$667,072.79","$489,464.61",,,
MUSCULOSKELETAL,20550,80S,N/A,$0.00,$0.00,,,
MUSCULOSKELETAL,20550,SG,153,"$2,767.25","$2,134.95",,,
MUSCULOSKELETAL,20550,OTHER,"812,330","$43,154,908.40","$31,530,357.64",,,
MUSCULOSKELETAL,20550,TOTAL,"812,483","$43,157,675.65","$31,532,492.59",,,
MUSCULOSKELETAL,20551,80S,N/A,$3.00,$2.35,,,
MUSCULOSKELETAL,20551,SG,13,$259.00,$203.06,,,
MUSCULOSKELETAL,20551,OTHER,"204,456","$9,130,834.97","$6,766,667.90",,,
MUSCULOSKELETAL,20551,TOTAL,"204,470","$9,131,096.97","$6,766,873.31",,,
MUSCULOSKELETAL,20552,80S,N/A,$0.00,$0.00,,,
MUSCULOSKELETAL,20552,SG,197,"$4,629.32","$3,368.03",,,
MUSCULOSKELETAL,20552,OTHER,"371,406","$17,758,407.68","$13,154,753.61",,,
MUSCULOSKELETAL,20552,TOTAL,"371,603","$17,763,037.00","$13,158,121.64",,,
MUSCULOSKELETAL,20553,SG,243,"$7,311.18","$5,449.01",,,
MUSCULOSKELETAL,20553,OTHER,"330,675","$18,649,019.90","$13,931,080.62",,,
MUSCULOSKELETAL,20553,TOTAL,"330,918","$18,656,331.08","$13,936,529.63",,,
MUSCULOSKELETAL,20555,80S,N/A,$0.00,$0.00,,,
MUSCULOSKELETAL,20555,OTHER,136,"$45,145.88","$35,167.93",,,
MUSCULOSKELETAL,20555,TOTAL,136,"$45,145.88","$35,167.93",,,
MUSCULOSKELETAL,20600,80S,N/A,$0.00,$0.00,,,
MUSCULOSKELETAL,20600,SG,180,"$2,333.48","$1,789.89",,,
MUSCULOSKELETAL,20600,OTHER,"403,377","$17,001,820.36","$12,376,399.11",,,
MUSCULOSKELETAL,20600,TOTAL,"403,557","$17,004,153.84","$12,378,189.00",,,
MUSCULOSKELETAL,20604,SG,N/A,$35.87,$28.13,,,
MUSCULOSKELETAL,20604,OTHER,"38,792","$2,179,480.74","$1,617,538.30",,,
MUSCULOSKELETAL,20604,TOTAL,"38,793","$2,179,516.61","$1,617,566.43",,,
MUSCULOSKELETAL,20605,80S,N/A,$0.00,$0.00,,,
MUSCULOSKELETAL,20605,SG,235,"$4,234.80","$3,124.70",,,
MUSCULOSKELETAL,20605,OTHER,"464,711","$21,197,102.02","$15,414,584.28",,,
MUSCULOSKELETAL,20605,TOTAL,"464,946","$21,201,336.82","$15,417,708.98",,,
MUSCULOSKELETAL,20606,SG,14,$497.51,$338.65,,,
MUSCULOSKELETAL,20606,OTHER,"46,553","$3,503,168.74","$2,612,496.25",,,
MUSCULOSKELETAL,20606,TOTAL,"46,567","$3,503,666.25","$2,612,834.90",,,
MUSCULOSKELETAL,20610,80S,N/A,$14.24,$11.17,,,
MUSCULOSKELETAL,20610,SG,"1,483","$39,104.53","$28,796.10",,,
MUSCULOSKELETAL,20610,OTHER,"5,845,868","$346,476,962.14","$253,877,192.74",,,
MUSCULOSKELETAL,20610,TOTAL,"5,847,354","$346,516,080.91","$253,906,000.01",,,
MUSCULOSKELETAL,20611,SG,229,"$9,800.99","$7,307.32",,,
MUSCULOSKELETAL,20611,OTHER,"859,220","$80,499,860.38","$60,598,375.78",,,
MUSCULOSKELETAL,20611,TOTAL,"859,449","$80,509,661.37","$60,605,683.10",,,
MUSCULOSKELETAL,20612,80S,N/A,$0.00,$0.00,,,
MUSCULOSKELETAL,20612,SG,N/A,$108.31,$84.92,,,
MUSCULOSKELETAL,20612,OTHER,"26,651","$1,524,874.64","$1,095,201.01",,,
MUSCULOSKELETAL,20612,TOTAL,"26,656","$1,524,982.95","$1,095,285.93",,,
MUSCULOSKELETAL,20615,OTHER,709,"$147,925.04","$113,393.85",,,
MUSCULOSKELETAL,20615,TOTAL,709,"$147,925.04","$113,393.85",,,
MUSCULOSKELETAL,20650,80S,N/A,$0.00,$0.00,,,
MUSCULOSKELETAL,20650,SG,50,"$47,485.99","$37,228.97",,,
MUSCULOSKELETAL,20650,OTHER,"2,417","$390,394.25","$303,511.32",,,
MUSCULOSKELETAL,20650,TOTAL,"2,467","$437,880.24","$340,740.29",,,
MUSCULOSKELETAL,20660,80S,N/A,$16.37,$12.84,,,
MUSCULOSKELETAL,20660,OTHER,731,"$123,151.05","$94,773.49",,,
MUSCULOSKELETAL,20660,TOTAL,732,"$123,167.42","$94,786.33",,,
MUSCULOSKELETAL,20661,80S,N/A,$0.00,$0.00,,,
