CPT only copyright 2018 American Medical Association. All rights reserved.,,,,,
,,,,,
"""2018 Part B National Summary Data File
Code Range: 02) Surgery (10000 - 69999)""
",,,,,
This data table begins with column headers on row 5 and data cells are A-6 through F-17930,,,,,
DESCRIPTION,HCPCS,MODIFIER,ALLOWED SERVICES,ALLOWED CHARGES,PAYMENT
CARDIOVASCULAR,33010,80S,N/A,$0.00,$0.00
CARDIOVASCULAR,33010,OTHER,"6,344","$619,290.70","$480,735.06"
INTEGUMENTARY,19001,TOTAL,884,"$21,688.92","$16,487.50"
INTEGUMENTARY,19020,80S,N/A,$0.00,$0.00
INTEGUMENTARY,19020,SG,N/A,$585.77,$459.25
INTEGUMENTARY,19020,OTHER,"1,763","$567,711.77","$434,627.88"
INTEGUMENTARY,19020,TOTAL,"1,764","$568,297.54","$435,087.13"
INTEGUMENTARY,19030,80S,N/A,$0.00,$0.00
INTEGUMENTARY,19030,SG,N/A,$0.00,$0.00
INTEGUMENTARY,19030,OTHER,481,"$45,126.49","$33,417.55"
INTEGUMENTARY,19030,TOTAL,481,"$45,126.49","$33,417.55"
INTEGUMENTARY,19081,80S,N/A,$27.59,$21.20
INTEGUMENTARY,19081,OTHER,"57,938","$18,374,431.99","$14,003,428.56"
INTEGUMENTARY,19081,TOTAL,"57,939","$18,374,459.58","$14,003,449.76"
INTEGUMENTARY,19082,OTHER,"4,109","$888,911.32","$690,579.07"
INTEGUMENTARY,19082,TOTAL,"4,109","$888,911.32","$690,579.07"
INTEGUMENTARY,19083,80S,N/A,$33.96,$26.63
INTEGUMENTARY,19083,OTHER,"113,228","$37,698,062.41","$28,920,223.79"
INTEGUMENTARY,19083,TOTAL,"113,230","$37,698,096.37","$28,920,250.42"
INTEGUMENTARY,19084,80S,N/A,$0.00,$0.00
INTEGUMENTARY,19084,OTHER,"14,307","$3,292,376.30","$2,556,742.53"
INTEGUMENTARY,19084,TOTAL,"14,307","$3,292,376.30","$2,556,742.53"
INTEGUMENTARY,19085,OTHER,"4,797","$2,438,822.21","$1,882,420.42"
INTEGUMENTARY,19085,TOTAL,"4,797","$2,438,822.21","$1,882,420.42"
INTEGUMENTARY,19086,OTHER,994,"$404,256.41","$314,078.12"
INTEGUMENTARY,19086,TOTAL,994,"$404,256.41","$314,078.12"
INTEGUMENTARY,19100,80S,N/A,$0.00,$0.00
INTEGUMENTARY,19100,OTHER,"2,624","$309,127.56","$232,480.03"
INTEGUMENTARY,19100,TOTAL,"2,624","$309,127.56","$232,480.03"
INTEGUMENTARY,19101,80S,N/A,$0.00,$0.00
INTEGUMENTARY,19101,SG,N/A,"$3,519.27","$2,746.55"
INTEGUMENTARY,19101,OTHER,"1,840","$521,639.57","$398,318.38"
INTEGUMENTARY,19101,TOTAL,"1,844","$525,158.84","$401,064.93"
INTEGUMENTARY,19105,OTHER,31,"$58,305.89","$45,442.90"
INTEGUMENTARY,19105,TOTAL,31,"$58,305.89","$45,442.90"
INTEGUMENTARY,19110,80S,N/A,$0.00,$0.00
INTEGUMENTARY,19110,SG,N/A,"$7,549.59","$5,918.87"
INTEGUMENTARY,19110,OTHER,953,"$384,691.21","$297,243.24"
INTEGUMENTARY,19110,TOTAL,960,"$392,240.80","$303,162.11"
INTEGUMENTARY,19112,80S,N/A,$0.00,$0.00
INTEGUMENTARY,19112,SG,N/A,$0.00,$0.00
INTEGUMENTARY,19112,OTHER,55,"$18,971.02","$14,790.07"
INTEGUMENTARY,19112,TOTAL,55,"$18,971.02","$14,790.07"
INTEGUMENTARY,19120,80S,N/A,$0.00,$0.00
INTEGUMENTARY,19120,SG,66,"$62,892.21","$48,287.82"
INTEGUMENTARY,19120,OTHER,"11,348","$5,446,890.44","$4,186,151.61"
INTEGUMENTARY,19120,TOTAL,"11,414","$5,509,782.65","$4,234,439.43"
INTEGUMENTARY,19125,80S,N/A,$106.42,$83.44
INTEGUMENTARY,19125,SG,98,"$96,499.45","$74,769.88"
INTEGUMENTARY,19125,OTHER,"16,471","$8,155,424.87","$6,291,226.90"
INTEGUMENTARY,19125,TOTAL,"16,571","$8,252,030.74","$6,366,080.22"
INTEGUMENTARY,19126,80S,N/A,$0.00,$0.00
INTEGUMENTARY,19126,SG,N/A,$0.00,$0.00
INTEGUMENTARY,19126,OTHER,891,"$151,125.36","$117,546.77"
INTEGUMENTARY,19126,TOTAL,891,"$151,125.36","$117,546.77"
INTEGUMENTARY,19260,80S,82,"$10,725.41","$8,267.70"
INTEGUMENTARY,19260,OTHER,371,"$371,686.03","$291,282.50"
INTEGUMENTARY,19260,TOTAL,453,"$382,411.44","$299,550.20"
INTEGUMENTARY,19271,80S,32,"$7,534.76","$5,908.76"
INTEGUMENTARY,19271,OTHER,198,"$292,595.33","$227,056.91"
INTEGUMENTARY,19271,TOTAL,230,"$300,130.09","$232,965.67"
INTEGUMENTARY,19272,80S,27,"$7,231.84","$5,669.77"
INTEGUMENTARY,19272,OTHER,66,"$113,752.07","$89,105.25"
INTEGUMENTARY,19272,TOTAL,93,"$120,983.91","$94,775.02"
INTEGUMENTARY,19281,80S,N/A,$53.51,$41.82
INTEGUMENTARY,19281,OTHER,"30,127","$3,590,953.95","$2,746,292.42"
INTEGUMENTARY,19281,TOTAL,"30,132","$3,591,007.46","$2,746,334.24"
INTEGUMENTARY,19282,80S,N/A,$7.22,$5.66
INTEGUMENTARY,19282,OTHER,"3,212","$216,918.06","$168,710.94"
INTEGUMENTARY,19282,TOTAL,"3,213","$216,925.28","$168,716.60"
INTEGUMENTARY,19283,80S,N/A,$0.00,$0.00
INTEGUMENTARY,19283,OTHER,"3,626","$485,938.02","$372,699.17"
INTEGUMENTARY,19283,TOTAL,"3,626","$485,938.02","$372,699.17"
INTEGUMENTARY,19284,OTHER,347,"$31,615.62","$24,451.62"
INTEGUMENTARY,19284,TOTAL,347,"$31,615.62","$24,451.62"
INTEGUMENTARY,19285,80S,N/A,$67.97,$53.29
INTEGUMENTARY,19285,SG,N/A,$0.00,$0.00
INTEGUMENTARY,19285,OTHER,"23,592","$3,414,979.74","$2,630,122.60"
INTEGUMENTARY,19285,TOTAL,"23,601","$3,415,047.71","$2,630,175.89"
INTEGUMENTARY,19286,80S,N/A,$19.18,$15.03
INTEGUMENTARY,19286,OTHER,"1,819","$201,921.90","$157,369.57"
INTEGUMENTARY,19286,TOTAL,"1,822","$201,941.08","$157,384.60"
INTEGUMENTARY,19287,OTHER,256,"$85,593.48","$66,940.37"
INTEGUMENTARY,19287,TOTAL,256,"$85,593.48","$66,940.37"
INTEGUMENTARY,19288,OTHER,63,"$25,767.06","$20,193.01"
INTEGUMENTARY,19288,TOTAL,63,"$25,767.06","$20,193.01"
INTEGUMENTARY,19294,80S,12,$289.11,$226.70
INTEGUMENTARY,19294,OTHER,464,"$80,053.74","$62,312.74"
INTEGUMENTARY,19294,TOTAL,476,"$80,342.85","$62,539.44"
INTEGUMENTARY,19296,80S,N/A,"$1,750.91","$1,363.89"
INTEGUMENTARY,19296,OTHER,"1,669","$5,439,703.30","$4,225,862.77"
INTEGUMENTARY,19296,TOTAL,"1,674","$5,441,454.21","$4,227,226.66"
INTEGUMENTARY,19297,80S,26,$363.94,$285.37
INTEGUMENTARY,19297,OTHER,486,"$47,835.42","$37,402.30"
INTEGUMENTARY,19297,TOTAL,512,"$48,199.36","$37,687.67"
INTEGUMENTARY,19298,80S,N/A,$0.00,$0.00
INTEGUMENTARY,19298,OTHER,110,"$78,170.63","$60,820.03"
INTEGUMENTARY,19298,TOTAL,110,"$78,170.63","$60,820.03"
INTEGUMENTARY,19300,80S,N/A,$0.00,$0.00
INTEGUMENTARY,19300,SG,N/A,"$1,600.19","$1,254.55"
INTEGUMENTARY,19300,OTHER,428,"$222,508.71","$170,517.70"
INTEGUMENTARY,19300,TOTAL,430,"$224,108.90","$171,772.25"
INTEGUMENTARY,19301,80S,"2,246","$203,598.17","$158,318.61"
INTEGUMENTARY,19301,SG,284,"$209,593.94","$160,519.46"
INTEGUMENTARY,19301,OTHER,"63,158","$41,111,504.46","$31,880,714.57"
INTEGUMENTARY,19301,TOTAL,"65,688","$41,524,696.57","$32,199,552.64"
INTEGUMENTARY,19302,80S,481,"$63,318.15","$49,174.43"
INTEGUMENTARY,19302,SG,N/A,"$15,393.46","$12,068.46"
INTEGUMENTARY,19302,OTHER,"3,950","$3,695,355.60","$2,864,165.39"
INTEGUMENTARY,19302,TOTAL,"4,439","$3,774,067.21","$2,925,408.28"
INTEGUMENTARY,19303,80S,"3,415","$521,132.45","$402,162.04"
INTEGUMENTARY,19303,SG,N/A,"$18,277.11","$14,296.67"
INTEGUMENTARY,19303,OTHER,"19,692","$21,129,285.71","$16,384,589.12"
INTEGUMENTARY,19303,TOTAL,"23,117","$21,668,695.27","$16,801,047.83"
INTEGUMENTARY,19304,80S,65,"$6,423.45","$5,009.35"
INTEGUMENTARY,19304,SG,N/A,"$1,796.24","$1,408.25"
INTEGUMENTARY,19304,OTHER,477,"$312,428.94","$240,926.41"
INTEGUMENTARY,19304,TOTAL,544,"$320,648.63","$247,344.01"
INTEGUMENTARY,19305,80S,43,"$7,297.68","$5,725.11"
INTEGUMENTARY,19305,OTHER,247,"$282,114.91","$219,752.45"
INTEGUMENTARY,19305,TOTAL,290,"$289,412.59","$225,477.56"
INTEGUMENTARY,19306,80S,N/A,"$1,667.31","$1,294.24"
INTEGUMENTARY,19306,OTHER,22,"$27,414.03","$21,437.05"
INTEGUMENTARY,19306,TOTAL,29,"$29,081.34","$22,731.29"
INTEGUMENTARY,19307,80S,"1,160","$206,251.50","$159,665.81"
INTEGUMENTARY,19307,SG,N/A,$0.00,$0.00
INTEGUMENTARY,19307,OTHER,"6,236","$7,589,695.53","$5,890,734.01"
INTEGUMENTARY,19307,TOTAL,"7,396","$7,795,947.03","$6,050,399.82"
INTEGUMENTARY,19316,80S,388,"$37,027.89","$28,646.24"
INTEGUMENTARY,19316,SG,13,"$17,296.19","$13,416.75"
INTEGUMENTARY,19316,OTHER,"2,986","$1,979,011.26","$1,539,101.80"
INTEGUMENTARY,19316,TOTAL,"3,387","$2,033,335.34","$1,581,164.79"
INTEGUMENTARY,19318,80S,908,"$175,299.11","$134,732.27"
INTEGUMENTARY,19318,SG,76,"$117,142.91","$89,648.16"
INTEGUMENTARY,19318,OTHER,"5,969","$8,343,372.15","$6,439,911.17"
INTEGUMENTARY,19318,TOTAL,"6,953","$8,635,814.17","$6,664,291.60"
INTEGUMENTARY,19324,80S,N/A,$0.00,$0.00
INTEGUMENTARY,19324,OTHER,44,"$19,830.93","$15,523.08"
INTEGUMENTARY,19324,TOTAL,44,"$19,830.93","$15,523.08"
INTEGUMENTARY,19325,80S,30,"$1,814.99","$1,422.55"
INTEGUMENTARY,19325,SG,N/A,"$13,711.03","$10,749.45"
INTEGUMENTARY,19325,OTHER,634,"$431,928.52","$334,835.23"
INTEGUMENTARY,19325,TOTAL,670,"$447,454.54","$347,007.23"
INTEGUMENTARY,19328,80S,N/A,$0.00,$0.00
INTEGUMENTARY,19328,SG,23,"$23,818.62","$18,389.20"
INTEGUMENTARY,19328,OTHER,"2,552","$1,210,680.65","$938,164.52"
INTEGUMENTARY,19328,TOTAL,"2,575","$1,234,499.27","$956,553.72"
INTEGUMENTARY,19330,80S,N/A,$0.00,$0.00
INTEGUMENTARY,19330,SG,35,"$37,743.73","$29,545.36"
INTEGUMENTARY,19330,OTHER,"1,652","$950,331.74","$741,968.13"
INTEGUMENTARY,19330,TOTAL,"1,687","$988,075.47","$771,513.49"
INTEGUMENTARY,19340,80S,N/A,$0.00,$0.00
INTEGUMENTARY,19340,SG,23,"$36,996.58","$27,520.89"
INTEGUMENTARY,19340,OTHER,"5,397","$6,141,047.28","$4,761,168.48"
INTEGUMENTARY,19340,TOTAL,"5,420","$6,178,043.86","$4,788,689.37"
INTEGUMENTARY,19342,80S,119,"$18,571.23","$14,238.37"
INTEGUMENTARY,19342,SG,30,"$64,634.86","$49,236.39"
INTEGUMENTARY,19342,OTHER,"3,606","$4,427,814.96","$3,423,235.98"
INTEGUMENTARY,19342,TOTAL,"3,755","$4,511,021.05","$3,486,710.74"
INTEGUMENTARY,19350,80S,N/A,$0.00,$0.00
INTEGUMENTARY,19350,SG,27,"$19,664.66","$15,417.06"
INTEGUMENTARY,19350,OTHER,"1,851","$1,247,574.37","$953,891.67"
INTEGUMENTARY,19350,TOTAL,"1,878","$1,267,239.03","$969,308.73"
INTEGUMENTARY,19355,80S,N/A,$49.48,$38.79
INTEGUMENTARY,19355,OTHER,52,"$33,399.70","$25,413.70"
INTEGUMENTARY,19355,TOTAL,53,"$33,449.18","$25,452.49"
INTEGUMENTARY,19357,80S,797,"$206,135.96","$160,420.63"
INTEGUMENTARY,19357,SG,11,"$30,100.76","$23,598.99"
INTEGUMENTARY,19357,OTHER,"4,962","$9,013,496.94","$6,971,927.99"
INTEGUMENTARY,19357,TOTAL,"5,770","$9,249,733.66","$7,155,947.61"
INTEGUMENTARY,19361,80S,153,"$36,258.26","$28,337.71"
INTEGUMENTARY,19361,OTHER,739,"$1,202,896.57","$931,556.34"
INTEGUMENTARY,19361,TOTAL,892,"$1,239,154.83","$959,894.05"
INTEGUMENTARY,19364,80S,288,"$154,249.33","$120,143.16"
INTEGUMENTARY,19364,OTHER,946,"$2,812,550.81","$2,187,791.12"
INTEGUMENTARY,19364,TOTAL,"1,234","$2,966,800.14","$2,307,934.28"
INTEGUMENTARY,19366,80S,449,"$100,406.24","$77,867.69"
INTEGUMENTARY,19366,SG,N/A,"$15,078.92","$11,821.85"
INTEGUMENTARY,19366,OTHER,"2,512","$3,924,453.30","$3,044,735.88"
INTEGUMENTARY,19366,TOTAL,"2,969","$4,039,938.46","$3,134,425.42"
INTEGUMENTARY,19367,80S,24,"$6,644.33","$5,194.45"
INTEGUMENTARY,19367,OTHER,88,"$156,090.91","$119,919.61"
INTEGUMENTARY,19367,TOTAL,112,"$162,735.24","$125,114.06"
INTEGUMENTARY,19368,80S,N/A,$763.20,$598.35
INTEGUMENTARY,19368,OTHER,N/A,"$23,555.09","$18,550.53"
INTEGUMENTARY,19368,TOTAL,13,"$24,318.29","$19,148.88"
INTEGUMENTARY,19369,OTHER,N/A,"$11,887.38","$9,319.71"
INTEGUMENTARY,19369,TOTAL,N/A,"$11,887.38","$9,319.71"
INTEGUMENTARY,19370,80S,N/A,$89.88,$70.46
INTEGUMENTARY,19370,SG,13,"$8,152.17","$6,391.30"
INTEGUMENTARY,19370,OTHER,"1,702","$908,702.22","$702,942.26"
INTEGUMENTARY,19370,TOTAL,"1,717","$916,944.27","$709,404.02"
INTEGUMENTARY,19371,80S,N/A,$0.00,$0.00
INTEGUMENTARY,19371,SG,75,"$55,961.89","$43,679.62"
INTEGUMENTARY,19371,OTHER,"5,776","$4,339,369.65","$3,364,682.24"
INTEGUMENTARY,19371,TOTAL,"5,851","$4,395,331.54","$3,408,361.86"
INTEGUMENTARY,19380,80S,N/A,$152.04,$119.20
INTEGUMENTARY,19380,SG,80,"$138,413.25","$108,372.55"
INTEGUMENTARY,19380,OTHER,"6,137","$5,575,521.48","$4,299,307.66"
INTEGUMENTARY,19380,TOTAL,"6,218","$5,714,086.77","$4,407,799.41"
INTEGUMENTARY,19396,OTHER,N/A,$72.89,$57.14
INTEGUMENTARY,19396,TOTAL,N/A,$72.89,$57.14
INTEGUMENTARY,19499,80S,N/A,"$1,689.17","$1,324.30"
INTEGUMENTARY,19499,OTHER,"1,169","$289,785.30","$225,541.36"
INTEGUMENTARY,19499,TOTAL,"1,178","$291,474.47","$226,865.66"
LYMPHATIC,38100,80S,353,"$55,866.05","$43,483.35"
LYMPHATIC,38100,OTHER,"1,632","$1,623,265.97","$1,259,080.04"
LYMPHATIC,38100,TOTAL,"1,985","$1,679,132.02","$1,302,563.39"
LYMPHATIC,38101,80S,11,"$1,641.95","$1,306.92"
LYMPHATIC,38101,OTHER,33,"$29,211.30","$22,991.68"
LYMPHATIC,38101,TOTAL,44,"$30,853.25","$24,298.60"
LYMPHATIC,38102,80S,105,"$4,509.72","$3,540.07"
LYMPHATIC,38102,OTHER,486,"$131,059.92","$101,693.08"
LYMPHATIC,38102,TOTAL,591,"$135,569.64","$105,233.15"
LYMPHATIC,38115,80S,14,"$2,173.24","$1,703.84"
LYMPHATIC,38115,OTHER,90,"$86,261.01","$67,249.44"
LYMPHATIC,38115,TOTAL,104,"$88,434.25","$68,953.28"
LYMPHATIC,38120,80S,203,"$31,303.99","$24,036.11"
LYMPHATIC,38120,OTHER,671,"$675,585.65","$523,598.10"
LYMPHATIC,38120,TOTAL,874,"$706,889.64","$547,634.21"
LYMPHATIC,38129,80S,N/A,$372.92,$291.21
LYMPHATIC,38129,OTHER,14,"$10,500.10","$8,223.64"
LYMPHATIC,38129,TOTAL,18,"$10,873.02","$8,514.85"
LYMPHATIC,38200,OTHER,24,"$1,918.19","$1,441.09"
LYMPHATIC,38200,TOTAL,24,"$1,918.19","$1,441.09"
LYMPHATIC,38204,OTHER,N/A,$0.00,$0.00
LYMPHATIC,38204,TOTAL,N/A,$0.00,$0.00
LYMPHATIC,38205,OTHER,280,"$23,629.00","$18,287.73"
LYMPHATIC,38205,TOTAL,280,"$23,629.00","$18,287.73"
LYMPHATIC,38206,80S,N/A,$5.87,$4.61
LYMPHATIC,38206,OTHER,"3,560","$305,886.17","$235,604.80"
LYMPHATIC,38206,TOTAL,"3,561","$305,892.04","$235,609.41"
LYMPHATIC,38207,OTHER,N/A,$0.00,$0.00
LYMPHATIC,38207,TOTAL,N/A,$0.00,$0.00
LYMPHATIC,38208,OTHER,N/A,$0.00,$0.00
LYMPHATIC,38208,TOTAL,N/A,$0.00,$0.00
LYMPHATIC,38209,OTHER,N/A,$0.00,$0.00
LYMPHATIC,38209,TOTAL,N/A,$0.00,$0.00
LYMPHATIC,38210,OTHER,N/A,$0.00,$0.00
LYMPHATIC,38210,TOTAL,N/A,$0.00,$0.00
LYMPHATIC,38211,OTHER,N/A,$0.00,$0.00
LYMPHATIC,38211,TOTAL,N/A,$0.00,$0.00
LYMPHATIC,38215,OTHER,N/A,$0.00,$0.00
LYMPHATIC,38215,TOTAL,N/A,$0.00,$0.00
LYMPHATIC,38220,80S,86,$447.90,$357.70
LYMPHATIC,38220,SG,N/A,$128.50,$100.74
LYMPHATIC,38220,OTHER,"9,867","$1,049,046.72","$800,519.16"
LYMPHATIC,38220,TOTAL,"9,955","$1,049,623.12","$800,977.60"
LYMPHATIC,38221,80S,N/A,$33.16,$26.01
LYMPHATIC,38221,OTHER,"18,994","$1,772,366.92","$1,327,500.75"
LYMPHATIC,38221,TOTAL,"19,000","$1,772,400.08","$1,327,526.76"
LYMPHATIC,38222,80S,17,$171.32,$134.19
LYMPHATIC,38222,SG,N/A,$213.14,$167.10
LYMPHATIC,38222,OTHER,"110,489","$11,035,255.43","$8,463,270.01"
LYMPHATIC,38222,TOTAL,"110,508","$11,035,639.89","$8,463,571.30"
LYMPHATIC,38230,80S,N/A,$63.15,$49.51
LYMPHATIC,38230,OTHER,70,"$14,907.65","$11,538.59"
LYMPHATIC,38230,TOTAL,72,"$14,970.80","$11,588.10"
LYMPHATIC,38232,80S,N/A,$87.52,$68.61
LYMPHATIC,38232,OTHER,258,"$69,653.79","$52,524.04"
LYMPHATIC,38232,TOTAL,264,"$69,741.31","$52,592.65"
LYMPHATIC,38240,80S,N/A,$0.00,$0.00
LYMPHATIC,38240,OTHER,574,"$132,561.50","$103,602.06"
LYMPHATIC,38240,TOTAL,574,"$132,561.50","$103,602.06"
LYMPHATIC,38241,80S,N/A,$84.49,$65.59
LYMPHATIC,38241,OTHER,"1,949","$332,424.05","$258,086.58"
LYMPHATIC,38241,TOTAL,"1,956","$332,508.54","$258,152.17"
LYMPHATIC,38242,OTHER,181,"$22,377.15","$16,932.61"
LYMPHATIC,38242,TOTAL,181,"$22,377.15","$16,932.61"
LYMPHATIC,38243,OTHER,37,"$3,879.25","$2,976.72"
LYMPHATIC,38243,TOTAL,37,"$3,879.25","$2,976.72"
LYMPHATIC,38300,80S,N/A,$0.00,$0.00
LYMPHATIC,38300,OTHER,77,"$17,206.72","$13,204.26"
LYMPHATIC,38300,TOTAL,77,"$17,206.72","$13,204.26"
LYMPHATIC,38305,80S,N/A,$0.00,$0.00
LYMPHATIC,38305,OTHER,49,"$20,719.81","$16,025.61"
LYMPHATIC,38305,TOTAL,49,"$20,719.81","$16,025.61"
LYMPHATIC,38308,80S,44,"$1,815.71","$1,396.60"
LYMPHATIC,38308,OTHER,217,"$69,765.86","$54,499.06"
LYMPHATIC,38308,TOTAL,261,"$71,581.57","$55,895.66"
LYMPHATIC,38380,80S,12,$698.91,$546.39
LYMPHATIC,38380,OTHER,87,"$30,821.30","$24,150.79"
LYMPHATIC,38380,TOTAL,99,"$31,520.21","$24,697.18"
LYMPHATIC,38381,80S,73,"$5,722.76","$4,448.35"
LYMPHATIC,38381,OTHER,237,"$117,639.79","$91,548.73"
LYMPHATIC,38381,TOTAL,310,"$123,362.55","$95,997.08"
LYMPHATIC,38382,80S,N/A,$58.38,$45.77
LYMPHATIC,38382,OTHER,11,"$4,566.66","$3,580.27"
LYMPHATIC,38382,TOTAL,12,"$4,625.04","$3,626.04"
LYMPHATIC,38500,80S,N/A,$0.00,$0.00
LYMPHATIC,38500,SG,25,"$24,796.94","$19,440.82"
LYMPHATIC,38500,OTHER,"11,927","$3,184,173.79","$2,467,452.68"
LYMPHATIC,38500,TOTAL,"11,952","$3,208,970.73","$2,486,893.50"
LYMPHATIC,38505,80S,N/A,$0.00,$0.00
LYMPHATIC,38505,OTHER,"31,549","$2,281,921.75","$1,743,920.13"
LYMPHATIC,38505,TOTAL,"31,549","$2,281,921.75","$1,743,920.13"
LYMPHATIC,38510,80S,N/A,$0.00,$0.00
LYMPHATIC,38510,SG,41,"$38,527.86","$29,639.17"
LYMPHATIC,38510,OTHER,"8,686","$3,682,125.12","$2,852,361.43"
LYMPHATIC,38510,TOTAL,"8,727","$3,720,652.98","$2,882,000.60"
LYMPHATIC,38520,80S,N/A,$0.00,$0.00
LYMPHATIC,38520,SG,N/A,"$1,173.19",$919.78
LYMPHATIC,38520,OTHER,314,"$143,083.79","$110,998.57"
LYMPHATIC,38520,TOTAL,315,"$144,256.98","$111,918.35"
LYMPHATIC,38525,80S,12,$422.09,$330.91
LYMPHATIC,38525,SG,197,"$187,381.77","$143,818.93"
LYMPHATIC,38525,OTHER,"59,158","$17,750,348.16","$13,793,343.24"
LYMPHATIC,38525,TOTAL,"59,367","$17,938,152.02","$13,937,493.08"
LYMPHATIC,38530,80S,70,"$3,754.07","$2,930.14"
LYMPHATIC,38530,OTHER,285,"$97,393.88","$75,748.56"
LYMPHATIC,38530,TOTAL,355,"$101,147.95","$78,678.70"
LYMPHATIC,38542,80S,71,"$4,351.04","$3,408.90"
LYMPHATIC,38542,OTHER,664,"$319,597.09","$248,401.66"
LYMPHATIC,38542,TOTAL,735,"$323,948.13","$251,810.56"
LYMPHATIC,38550,80S,N/A,$113.81,$89.22
LYMPHATIC,38550,OTHER,23,"$9,945.74","$7,654.59"
LYMPHATIC,38550,TOTAL,25,"$10,059.55","$7,743.81"
LYMPHATIC,38555,80S,N/A,$309.19,$242.40
LYMPHATIC,38555,OTHER,21,"$18,933.23","$14,764.46"
LYMPHATIC,38555,TOTAL,23,"$19,242.42","$15,006.86"
LYMPHATIC,38562,80S,89,"$5,865.50","$4,562.50"
LYMPHATIC,38562,OTHER,475,"$211,937.01","$165,363.35"
LYMPHATIC,38562,TOTAL,564,"$217,802.51","$169,925.85"
LYMPHATIC,38564,80S,78,"$4,741.16","$3,715.61"
LYMPHATIC,38564,OTHER,234,"$104,234.98","$81,103.93"
LYMPHATIC,38564,TOTAL,312,"$108,976.14","$84,819.54"
LYMPHATIC,38570,80S,"1,013","$42,965.48","$33,539.17"
LYMPHATIC,38570,OTHER,"4,382","$1,292,499.48","$1,007,158.78"
LYMPHATIC,38570,TOTAL,"5,395","$1,335,464.96","$1,040,697.95"
LYMPHATIC,38571,80S,"5,276","$275,763.63","$213,014.27"
LYMPHATIC,38571,OTHER,"17,039","$6,089,871.20","$4,710,503.23"
LYMPHATIC,38571,TOTAL,"22,315","$6,365,634.83","$4,923,517.50"
LYMPHATIC,38572,80S,837,"$94,378.48","$73,453.67"
LYMPHATIC,38572,OTHER,"2,476","$1,981,111.45","$1,541,237.46"
LYMPHATIC,38572,TOTAL,"3,313","$2,075,489.93","$1,614,691.13"
LYMPHATIC,38573,80S,48,"$7,718.17","$6,057.35"
LYMPHATIC,38573,OTHER,137,"$144,492.16","$112,526.67"
LYMPHATIC,38573,TOTAL,185,"$152,210.33","$118,584.02"
LYMPHATIC,38589,80S,89,"$3,261.57","$2,555.01"
LYMPHATIC,38589,OTHER,594,"$204,279.28","$159,904.93"
LYMPHATIC,38589,TOTAL,683,"$207,540.85","$162,459.94"
LYMPHATIC,38700,80S,89,"$8,174.29","$6,368.38"
LYMPHATIC,38700,SG,N/A,"$2,008.69","$1,574.81"
LYMPHATIC,38700,OTHER,604,"$378,920.53","$294,290.10"
LYMPHATIC,38700,TOTAL,694,"$389,103.51","$302,233.29"
LYMPHATIC,38720,80S,70,"$13,911.72","$10,886.63"
LYMPHATIC,38720,OTHER,476,"$595,099.65","$460,828.42"
LYMPHATIC,38720,TOTAL,546,"$609,011.37","$471,715.05"
LYMPHATIC,38724,80S,"1,274","$276,365.54","$214,379.69"
LYMPHATIC,38724,SG,N/A,$0.00,$0.00
LYMPHATIC,38724,OTHER,"8,618","$12,146,984.69","$9,435,199.02"
LYMPHATIC,38724,TOTAL,"9,892","$12,423,350.23","$9,649,578.71"
LYMPHATIC,38740,80S,112,"$9,925.51","$7,707.51"
LYMPHATIC,38740,SG,N/A,"$2,313.63","$1,813.88"
LYMPHATIC,38740,OTHER,952,"$662,970.02","$516,861.59"
LYMPHATIC,38740,TOTAL,"1,065","$675,209.16","$526,382.98"
LYMPHATIC,38745,80S,284,"$34,060.47","$26,483.88"
LYMPHATIC,38745,SG,N/A,"$6,395.00","$5,013.66"
LYMPHATIC,38745,OTHER,"2,035","$1,801,251.05","$1,395,563.70"
LYMPHATIC,38745,TOTAL,"2,322","$1,841,706.52","$1,427,061.24"
LYMPHATIC,38746,80S,"1,958","$61,269.89","$47,840.10"
LYMPHATIC,38746,OTHER,"5,238","$1,158,973.63","$901,675.32"
LYMPHATIC,38746,TOTAL,"7,196","$1,220,243.52","$949,515.42"
LYMPHATIC,38747,80S,555,"$24,349.72","$19,027.64"
LYMPHATIC,38747,OTHER,"1,875","$522,246.56","$408,262.41"
LYMPHATIC,38747,TOTAL,"2,430","$546,596.28","$427,290.05"
LYMPHATIC,38760,80S,117,"$14,207.08","$10,833.92"
LYMPHATIC,38760,SG,N/A,"$4,392.13","$2,163.35"
LYMPHATIC,38760,OTHER,983,"$830,134.80","$642,035.30"
LYMPHATIC,38760,TOTAL,"1,102","$848,734.01","$655,032.57"
LYMPHATIC,38765,80S,35,"$6,729.57","$5,275.63"
LYMPHATIC,38765,OTHER,176,"$219,544.88","$171,657.49"
LYMPHATIC,38765,TOTAL,211,"$226,274.45","$176,933.12"
LYMPHATIC,38770,80S,211,"$19,036.39","$14,571.79"
LYMPHATIC,38770,OTHER,756,"$483,097.73","$376,068.46"
LYMPHATIC,38770,TOTAL,967,"$502,134.12","$390,640.25"
LYMPHATIC,38780,80S,92,"$9,425.57","$7,381.06"
LYMPHATIC,38780,OTHER,458,"$307,954.08","$239,277.68"
LYMPHATIC,38780,TOTAL,550,"$317,379.65","$246,658.74"
LYMPHATIC,38790,80S,N/A,$0.00,$0.00
LYMPHATIC,38790,OTHER,"1,034","$67,476.32","$52,398.30"
