CPT only copyright 2017 American Medical Association. All rights reserved.,,,,,,,,
,,,,,,,,
"""2017 Part B National Summary Data File
Code Range: 02) Surgery (10000 - 69999)"" ",,,,,,,,
This data table begins with column headers on row 5 and data cells are A-6 through F-17926,,,,,,,,
INTEGUMENTARY,10022,SG,N/A,$132.85,$104.16,,,
INTEGUMENTARY,10022,OTHER,"185,524","$19,425,005.77","$14,723,444.20",,,
INTEGUMENTARY,10022,TOTAL,"185,527","$19,425,138.62","$14,723,548.36",,,
INTEGUMENTARY,10030,80S,N/A,$21.71,$17.02,,,
INTEGUMENTARY,10030,OTHER,"8,327","$1,536,345.96","$1,184,832.01",,,
INTEGUMENTARY,10030,TOTAL,"8,328","$1,536,367.67","$1,184,849.03",,,
INTEGUMENTARY,10035,80S,N/A,$0.00,$0.00,,,
INTEGUMENTARY,10035,SG,N/A,$0.00,$0.00,,,
INTEGUMENTARY,10035,OTHER,"4,491","$588,780.20","$453,745.19",,,
INTEGUMENTARY,10035,TOTAL,"4,491","$588,780.20","$453,745.19",,,
INTEGUMENTARY,10036,OTHER,103,"$8,614.17","$6,708.06",,,
INTEGUMENTARY,10036,TOTAL,103,"$8,614.17","$6,708.06",,,
INTEGUMENTARY,10040,SG,N/A,$0.00,$0.00,,,
INTEGUMENTARY,10040,OTHER,"38,258","$3,267,600.21","$2,352,638.61",,,
INTEGUMENTARY,10040,TOTAL,"38,258","$3,267,600.21","$2,352,638.61",,,
INTEGUMENTARY,10060,80S,N/A,$0.00,$0.00,,,
INTEGUMENTARY,10060,SG,19,"$1,113.74",$771.96,,,
INTEGUMENTARY,10060,OTHER,"405,974","$45,105,099.35","$32,250,101.11",,,
INTEGUMENTARY,10060,TOTAL,"405,993","$45,106,213.09","$32,250,873.07",,,
INTEGUMENTARY,10061,80S,N/A,$0.00,$0.00,,,
INTEGUMENTARY,10061,SG,14,"$1,378.31","$1,075.00",,,
INTEGUMENTARY,10061,OTHER,"151,502","$28,688,791.22","$21,286,500.40",,,
INTEGUMENTARY,10061,TOTAL,"151,516","$28,690,169.53","$21,287,575.40",,,
INTEGUMENTARY,10080,80S,N/A,$0.00,$0.00,,,
INTEGUMENTARY,10080,OTHER,"1,471","$206,230.17","$147,171.84",,,
INTEGUMENTARY,10080,TOTAL,"1,471","$206,230.17","$147,171.84",,,
INTEGUMENTARY,10081,SG,N/A,$91.36,$10.20,,,
INTEGUMENTARY,10081,OTHER,763,"$171,466.29","$127,505.41",,,
INTEGUMENTARY,10081,TOTAL,764,"$171,557.65","$127,515.61",,,
INTEGUMENTARY,10120,80S,N/A,$0.00,$0.00,,,
INTEGUMENTARY,10120,SG,16,"$1,637.75","$1,237.58",,,
INTEGUMENTARY,10120,OTHER,"44,745","$6,075,485.16","$4,370,942.31",,,
INTEGUMENTARY,10120,TOTAL,"44,761","$6,077,122.91","$4,372,179.89",,,
INTEGUMENTARY,10121,80S,N/A,$0.00,$0.00,,,
INTEGUMENTARY,10121,SG,25,"$11,020.18","$8,621.81",,,
INTEGUMENTARY,10121,OTHER,"6,584","$1,565,493.96","$1,174,506.26",,,
INTEGUMENTARY,10121,TOTAL,"6,609","$1,576,514.14","$1,183,128.07",,,
INTEGUMENTARY,10140,80S,N/A,$0.00,$0.00,,,
INTEGUMENTARY,10140,SG,29,"$2,585.18","$2,020.52",,,
INTEGUMENTARY,10140,OTHER,"59,851","$8,096,666.63","$6,122,392.74",,,
INTEGUMENTARY,10140,TOTAL,"59,880","$8,099,251.81","$6,124,413.26",,,
INTEGUMENTARY,10160,80S,N/A,$0.00,$0.00,,,
INTEGUMENTARY,10160,SG,N/A,$157.65,$123.60,,,
INTEGUMENTARY,10160,OTHER,"68,134","$7,362,047.97","$5,519,785.06",,,
INTEGUMENTARY,10160,TOTAL,"68,137","$7,362,205.62","$5,519,908.66",,,
INTEGUMENTARY,10180,80S,N/A,$23.12,$18.13,,,
INTEGUMENTARY,10180,SG,N/A,"$10,690.59","$8,381.42",,,
INTEGUMENTARY,10180,OTHER,"11,255","$2,015,261.28","$1,549,786.92",,,
INTEGUMENTARY,10180,TOTAL,"11,266","$2,025,974.99","$1,558,186.47",,,
INTEGUMENTARY,11000,80S,N/A,$0.00,$0.00,,,
INTEGUMENTARY,11000,SG,N/A,$29.01,$0.00,,,
INTEGUMENTARY,11000,OTHER,"69,871","$3,433,915.76","$2,526,160.00",,,
INTEGUMENTARY,11000,TOTAL,"69,872","$3,433,944.77","$2,526,160.00",,,
INTEGUMENTARY,11001,80S,N/A,$0.00,$0.00,,,
INTEGUMENTARY,11001,OTHER,869,"$18,807.81","$14,045.57",,,
INTEGUMENTARY,11001,TOTAL,869,"$18,807.81","$14,045.57",,,
INTEGUMENTARY,11004,80S,N/A,$0.00,$0.00,,,
INTEGUMENTARY,11004,OTHER,"2,907","$1,642,482.13","$1,275,073.73",,,
INTEGUMENTARY,11004,TOTAL,"2,907","$1,642,482.13","$1,275,073.73",,,
INTEGUMENTARY,11005,80S,90,"$10,603.59","$8,283.99",,,
INTEGUMENTARY,11005,SG,N/A,$0.00,$0.00,,,
INTEGUMENTARY,11005,OTHER,"3,241","$2,592,267.22","$2,005,924.68",,,
INTEGUMENTARY,11005,TOTAL,"3,331","$2,602,870.81","$2,014,208.67",,,
INTEGUMENTARY,11006,80S,N/A,$0.00,$0.00,,,
INTEGUMENTARY,11006,OTHER,800,"$545,718.00","$420,478.88",,,
INTEGUMENTARY,11006,TOTAL,800,"$545,718.00","$420,478.88",,,
INTEGUMENTARY,11008,80S,49,"$1,995.40","$1,561.53",,,
INTEGUMENTARY,11008,SG,N/A,$0.00,$0.00,,,
INTEGUMENTARY,11008,OTHER,"1,205","$338,919.93","$263,369.52",,,
INTEGUMENTARY,11008,TOTAL,"1,254","$340,915.33","$264,931.05",,,
INTEGUMENTARY,11010,80S,N/A,$0.00,$0.00,,,
INTEGUMENTARY,11010,SG,N/A,"$1,830.24","$1,434.90",,,
INTEGUMENTARY,11010,OTHER,"1,938","$462,369.88","$355,359.12",,,
INTEGUMENTARY,11010,TOTAL,"1,947","$464,200.12","$356,794.02",,,
INTEGUMENTARY,11011,80S,N/A,$0.00,$0.00,,,
INTEGUMENTARY,11011,SG,N/A,$349.97,$274.37,,,
INTEGUMENTARY,11011,OTHER,"1,444","$355,441.50","$274,704.40",,,
INTEGUMENTARY,11011,TOTAL,"1,446","$355,791.47","$274,978.77",,,
INTEGUMENTARY,11012,80S,N/A,$0.00,$0.00,,,
INTEGUMENTARY,11012,SG,20,"$12,141.50","$9,518.89",,,
INTEGUMENTARY,11012,OTHER,"9,772","$2,784,733.15","$2,148,744.12",,,
INTEGUMENTARY,11012,TOTAL,"9,792","$2,796,874.65","$2,158,263.01",,,
INTEGUMENTARY,11042,80S,N/A,$8.70,$6.82,,,
INTEGUMENTARY,11042,SG,682,"$79,045.06","$60,880.97",,,
INTEGUMENTARY,11042,OTHER,"1,841,343","$149,130,390.69","$112,353,846.22",,,
INTEGUMENTARY,11042,TOTAL,"1,842,026","$149,209,444.45","$112,414,734.01",,,
INTEGUMENTARY,11043,80S,N/A,$22.21,$17.41,,,
INTEGUMENTARY,11043,SG,712,"$139,807.39","$103,298.81",,,
INTEGUMENTARY,11043,OTHER,"368,652","$68,921,415.09","$52,704,655.44",,,
INTEGUMENTARY,11043,TOTAL,"369,365","$69,061,244.69","$52,807,971.66",,,
INTEGUMENTARY,11044,80S,N/A,$16.41,$12.87,,,
INTEGUMENTARY,11044,SG,102,"$39,632.03","$30,928.01",,,
INTEGUMENTARY,11044,OTHER,"80,806","$19,899,930.72","$15,312,927.52",,,
INTEGUMENTARY,11044,TOTAL,"80,909","$19,939,579.16","$15,343,868.40",,,
INTEGUMENTARY,11045,80S,100,$394.66,$308.88,,,
INTEGUMENTARY,11045,SG,N/A,$0.00,$0.00,,,
INTEGUMENTARY,11045,OTHER,"450,376","$12,604,126.03","$9,710,324.47",,,
INTEGUMENTARY,11045,TOTAL,"450,476","$12,604,520.69","$9,710,633.35",,,
INTEGUMENTARY,11046,80S,151,"$1,301.37","$1,017.10",,,
INTEGUMENTARY,11046,SG,N/A,$0.00,$0.00,,,
INTEGUMENTARY,11046,OTHER,"201,142","$12,366,549.14","$9,598,930.21",,,
INTEGUMENTARY,11046,TOTAL,"201,293","$12,367,850.51","$9,599,947.31",,,
INTEGUMENTARY,11047,80S,38,$608.17,$476.84,,,
INTEGUMENTARY,11047,SG,N/A,$0.00,$0.00,,,
INTEGUMENTARY,11047,OTHER,"54,233","$5,793,478.37","$4,490,724.53",,,
INTEGUMENTARY,11047,TOTAL,"54,271","$5,794,086.54","$4,491,201.37",,,
INTEGUMENTARY,11055,80S,N/A,$0.00,$0.00,,,
INTEGUMENTARY,11055,SG,N/A,$0.00,$0.00,,,
INTEGUMENTARY,11055,OTHER,"901,181","$41,719,822.85","$29,810,996.30",,,
INTEGUMENTARY,11055,TOTAL,"901,181","$41,719,822.85","$29,810,996.30",,,
INTEGUMENTARY,11056,80S,N/A,$0.00,$0.00,,,
INTEGUMENTARY,11056,SG,N/A,$0.00,$0.00,,,
INTEGUMENTARY,11056,OTHER,"2,028,113","$117,950,685.78","$84,590,007.00",,,
INTEGUMENTARY,11056,TOTAL,"2,028,113","$117,950,685.78","$84,590,007.00",,,
INTEGUMENTARY,11057,80S,N/A,$0.00,$0.00,,,
INTEGUMENTARY,11057,OTHER,"361,413","$23,385,524.05","$16,807,297.03",,,
INTEGUMENTARY,11057,TOTAL,"361,413","$23,385,524.05","$16,807,297.03",,,
INTEGUMENTARY,11100,80S,N/A,$0.00,$0.00,,,
INTEGUMENTARY,11100,SG,150,"$6,048.43","$4,741.30",,,
INTEGUMENTARY,11100,OTHER,"3,537,308","$323,392,610.01","$230,884,461.63",,,
INTEGUMENTARY,11100,TOTAL,"3,537,458","$323,398,658.44","$230,889,202.93",,,
INTEGUMENTARY,11101,80S,N/A,$0.00,$0.00,,,
INTEGUMENTARY,11101,SG,N/A,$0.00,$0.00,,,
INTEGUMENTARY,11101,OTHER,"1,495,445","$48,189,783.97","$36,727,683.04",,,
INTEGUMENTARY,11101,TOTAL,"1,495,445","$48,189,783.97","$36,727,683.04",,,
INTEGUMENTARY,11200,80S,N/A,$0.00,$0.00,,,
INTEGUMENTARY,11200,SG,N/A,$0.00,$0.00,,,
INTEGUMENTARY,11200,OTHER,"99,700","$6,695,267.95","$4,622,390.71",,,
INTEGUMENTARY,11200,TOTAL,"99,700","$6,695,267.95","$4,622,390.71",,,
INTEGUMENTARY,11201,SG,N/A,$0.00,$0.00,,,
INTEGUMENTARY,11201,OTHER,"1,042","$18,382.60","$14,082.01",,,
INTEGUMENTARY,11201,TOTAL,"1,042","$18,382.60","$14,082.01",,,
INTEGUMENTARY,11300,80S,N/A,$0.00,$0.00,,,
INTEGUMENTARY,11300,SG,N/A,$0.00,$0.00,,,
INTEGUMENTARY,11300,OTHER,"94,551","$6,213,864.49","$4,484,076.93",,,
INTEGUMENTARY,11300,TOTAL,"94,551","$6,213,864.49","$4,484,076.93",,,
INTEGUMENTARY,11301,80S,N/A,$3.83,$3.00,,,
INTEGUMENTARY,11301,SG,N/A,$0.00,$0.00,,,
INTEGUMENTARY,11301,OTHER,"182,109","$17,383,808.27","$12,608,499.91",,,
INTEGUMENTARY,11301,TOTAL,"182,110","$17,383,812.10","$12,608,502.91",,,
INTEGUMENTARY,11302,80S,N/A,$9.35,$7.33,,,
INTEGUMENTARY,11302,SG,N/A,$0.00,$0.00,,,
INTEGUMENTARY,11302,OTHER,"108,237","$12,758,883.98","$9,365,143.28",,,
INTEGUMENTARY,11302,TOTAL,"108,238","$12,758,893.33","$9,365,150.61",,,
INTEGUMENTARY,11303,80S,N/A,$0.00,$0.00,,,
INTEGUMENTARY,11303,SG,N/A,$0.00,$0.00,,,
INTEGUMENTARY,11303,OTHER,"16,562","$2,228,303.34","$1,640,375.94",,,
INTEGUMENTARY,11303,TOTAL,"16,562","$2,228,303.34","$1,640,375.94",,,
INTEGUMENTARY,11305,SG,N/A,$0.00,$0.00,,,
INTEGUMENTARY,11305,OTHER,"101,800","$8,040,678.78","$5,847,046.17",,,
INTEGUMENTARY,11305,TOTAL,"101,800","$8,040,678.78","$5,847,046.17",,,
INTEGUMENTARY,11306,80S,N/A,$0.00,$0.00,,,
INTEGUMENTARY,11306,SG,N/A,$0.00,$0.00,,,
INTEGUMENTARY,11306,OTHER,"98,344","$10,081,716.49","$7,374,705.65",,,
INTEGUMENTARY,11306,TOTAL,"98,344","$10,081,716.49","$7,374,705.65",,,
INTEGUMENTARY,11307,80S,N/A,$0.00,$0.00,,,
INTEGUMENTARY,11307,SG,N/A,$40.51,$31.76,,,
INTEGUMENTARY,11307,OTHER,"48,552","$5,764,037.79","$4,262,518.46",,,
INTEGUMENTARY,11307,TOTAL,"48,553","$5,764,078.30","$4,262,550.22",,,
INTEGUMENTARY,11308,SG,N/A,$0.00,$0.00,,,
INTEGUMENTARY,11308,OTHER,"13,073","$1,664,603.01","$1,235,634.65",,,
INTEGUMENTARY,11308,TOTAL,"13,073","$1,664,603.01","$1,235,634.65",,,
INTEGUMENTARY,11310,80S,N/A,$0.00,$0.00,,,
INTEGUMENTARY,11310,SG,49,"$2,590.90","$1,870.14",,,
INTEGUMENTARY,11310,OTHER,"74,793","$6,748,607.32","$4,824,512.70",,,
INTEGUMENTARY,11310,TOTAL,"74,842","$6,751,198.22","$4,826,382.84",,,
INTEGUMENTARY,11311,80S,N/A,$20.92,$16.40,,,
INTEGUMENTARY,11311,SG,N/A,$289.17,$226.70,,,
INTEGUMENTARY,11311,OTHER,"97,696","$7,939,648.30","$5,730,012.02",,,
INTEGUMENTARY,11311,TOTAL,"97,704","$7,939,958.39","$5,730,255.12",,,
INTEGUMENTARY,11312,80S,N/A,$0.00,$0.00,,,
INTEGUMENTARY,11312,SG,N/A,$236.44,$185.36,,,
INTEGUMENTARY,11312,OTHER,"47,367","$6,471,470.86","$4,766,271.51",,,
INTEGUMENTARY,11312,TOTAL,"47,369","$6,471,707.30","$4,766,456.87",,,
INTEGUMENTARY,11313,80S,N/A,$0.00,$0.00,,,
INTEGUMENTARY,11313,OTHER,"8,129","$1,360,938.94","$984,259.71",,,
INTEGUMENTARY,11313,TOTAL,"8,129","$1,360,938.94","$984,259.71",,,
INTEGUMENTARY,11400,80S,N/A,$0.00,$0.00,,,
INTEGUMENTARY,11400,SG,26,"$1,210.23",$916.82,,,
INTEGUMENTARY,11400,OTHER,"28,690","$2,787,155.54","$2,007,496.72",,,
INTEGUMENTARY,11400,TOTAL,"28,716","$2,788,365.77","$2,008,413.54",,,
INTEGUMENTARY,11401,80S,N/A,$0.00,$0.00,,,
INTEGUMENTARY,11401,SG,130,"$6,227.98","$4,769.79",,,
INTEGUMENTARY,11401,OTHER,"68,599","$7,349,520.19","$5,383,498.08",,,
INTEGUMENTARY,11401,TOTAL,"68,729","$7,355,748.17","$5,388,267.87",,,
INTEGUMENTARY,11402,80S,N/A,$0.00,$0.00,,,
INTEGUMENTARY,11402,SG,204,"$12,371.54","$9,683.01",,,
INTEGUMENTARY,11402,OTHER,"115,176","$12,067,529.79","$8,927,720.16",,,
INTEGUMENTARY,11402,TOTAL,"115,380","$12,079,901.33","$8,937,403.17",,,
INTEGUMENTARY,11403,80S,N/A,$0.00,$0.00,,,
INTEGUMENTARY,11403,SG,87,"$6,666.34","$5,124.96",,,
INTEGUMENTARY,11403,OTHER,"49,379","$6,083,761.29","$4,521,279.98",,,
INTEGUMENTARY,11403,TOTAL,"49,466","$6,090,427.63","$4,526,404.94",,,
INTEGUMENTARY,11404,80S,N/A,$0.00,$0.00,,,
INTEGUMENTARY,11404,SG,38,"$17,642.86","$13,815.41",,,
INTEGUMENTARY,11404,OTHER,"19,050","$2,989,336.82","$2,239,296.39",,,
INTEGUMENTARY,11404,TOTAL,"19,088","$3,006,979.68","$2,253,111.80",,,
INTEGUMENTARY,11406,80S,N/A,$0.00,$0.00,,,
INTEGUMENTARY,11406,SG,57,"$27,776.20","$21,456.71",,,
INTEGUMENTARY,11406,OTHER,"18,707","$4,717,977.89","$3,577,111.87",,,
INTEGUMENTARY,11406,TOTAL,"18,764","$4,745,754.09","$3,598,568.58",,,
INTEGUMENTARY,11420,80S,N/A,$0.00,$0.00,,,
INTEGUMENTARY,11420,SG,18,"$1,019.34",$694.35,,,
INTEGUMENTARY,11420,OTHER,"20,856","$2,068,870.18","$1,503,114.87",,,
INTEGUMENTARY,11420,TOTAL,"20,874","$2,069,889.52","$1,503,809.22",,,
INTEGUMENTARY,11421,80S,N/A,$0.00,$0.00,,,
INTEGUMENTARY,11421,SG,41,"$2,162.00","$1,627.50",,,
INTEGUMENTARY,11421,OTHER,"33,196","$3,999,461.85","$2,941,445.23",,,
INTEGUMENTARY,11421,TOTAL,"33,237","$4,001,623.85","$2,943,072.73",,,
INTEGUMENTARY,11422,80S,N/A,$0.00,$0.00,,,
INTEGUMENTARY,11422,SG,123,"$8,760.23","$6,739.54",,,
INTEGUMENTARY,11422,OTHER,"39,383","$4,785,018.50","$3,521,754.19",,,
INTEGUMENTARY,11422,TOTAL,"39,506","$4,793,778.73","$3,528,493.73",,,
INTEGUMENTARY,11423,80S,N/A,$0.00,$0.00,,,
INTEGUMENTARY,11423,SG,29,"$2,367.38","$1,666.97",,,
INTEGUMENTARY,11423,OTHER,"17,041","$2,323,398.77","$1,719,898.09",,,
INTEGUMENTARY,11423,TOTAL,"17,070","$2,325,766.15","$1,721,565.06",,,
INTEGUMENTARY,11424,80S,N/A,$0.00,$0.00,,,
INTEGUMENTARY,11424,SG,19,"$9,348.57","$6,982.92",,,
INTEGUMENTARY,11424,OTHER,"6,096","$1,070,587.31","$809,001.16",,,
INTEGUMENTARY,11424,TOTAL,"6,115","$1,079,935.88","$815,984.08",,,
INTEGUMENTARY,11426,80S,N/A,$0.00,$0.00,,,
INTEGUMENTARY,11426,SG,22,"$20,714.50","$15,870.71",,,
INTEGUMENTARY,11426,OTHER,"4,720","$1,491,889.56","$1,135,818.02",,,
INTEGUMENTARY,11426,TOTAL,"4,742","$1,512,604.06","$1,151,688.73",,,
INTEGUMENTARY,11440,80S,N/A,$0.00,$0.00,,,
INTEGUMENTARY,11440,SG,89,"$5,258.43","$4,122.63",,,
INTEGUMENTARY,11440,OTHER,"32,744","$3,465,648.23","$2,500,768.93",,,
INTEGUMENTARY,11440,TOTAL,"32,833","$3,470,906.66","$2,504,891.56",,,
INTEGUMENTARY,11441,80S,N/A,$0.00,$0.00,,,
INTEGUMENTARY,11441,SG,123,"$8,318.97","$6,482.72",,,
INTEGUMENTARY,11441,OTHER,"36,379","$4,455,550.34","$3,277,737.93",,,
INTEGUMENTARY,11441,TOTAL,"36,502","$4,463,869.31","$3,284,220.65",,,
INTEGUMENTARY,11442,80S,N/A,$0.00,$0.00,,,
INTEGUMENTARY,11442,SG,190,"$15,116.76","$11,726.94",,,
INTEGUMENTARY,11442,OTHER,"36,102","$4,543,838.01","$3,372,965.68",,,
INTEGUMENTARY,11442,TOTAL,"36,292","$4,558,954.77","$3,384,692.62",,,
INTEGUMENTARY,11443,80S,N/A,$0.00,$0.00,,,
INTEGUMENTARY,11443,SG,34,"$3,215.96","$2,452.56",,,
INTEGUMENTARY,11443,OTHER,"10,304","$1,498,667.83","$1,119,761.90",,,
INTEGUMENTARY,11443,TOTAL,"10,338","$1,501,883.79","$1,122,214.46",,,
INTEGUMENTARY,11444,80S,N/A,$0.00,$0.00,,,
INTEGUMENTARY,11444,SG,N/A,"$4,300.13","$3,371.28",,,
INTEGUMENTARY,11444,OTHER,"2,992","$659,730.90","$500,550.92",,,
INTEGUMENTARY,11444,TOTAL,"3,001","$664,031.03","$503,922.20",,,
INTEGUMENTARY,11446,80S,N/A,$0.00,$0.00,,,
INTEGUMENTARY,11446,SG,N/A,"$6,628.90","$5,197.07",,,
INTEGUMENTARY,11446,OTHER,"1,776","$653,633.73","$497,760.77",,,
INTEGUMENTARY,11446,TOTAL,"1,783","$660,262.63","$502,957.84",,,
INTEGUMENTARY,11450,80S,N/A,$0.00,$0.00,,,
INTEGUMENTARY,11450,SG,N/A,"$1,546.88",$843.28,,,
INTEGUMENTARY,11450,OTHER,775,"$247,473.08","$188,951.00",,,
INTEGUMENTARY,11450,TOTAL,777,"$249,019.96","$189,794.28",,,
INTEGUMENTARY,11451,80S,N/A,$90.69,$71.10,,,
INTEGUMENTARY,11451,SG,N/A,"$3,372.00","$2,643.66",,,
INTEGUMENTARY,11451,OTHER,288,"$98,507.58","$74,975.41",,,
INTEGUMENTARY,11451,TOTAL,293,"$101,970.27","$77,690.17",,,
INTEGUMENTARY,11462,80S,N/A,$51.47,$40.35,,,
INTEGUMENTARY,11462,SG,N/A,"$1,099.16",$136.02,,,
INTEGUMENTARY,11462,OTHER,479,"$141,876.29","$108,482.41",,,
INTEGUMENTARY,11462,TOTAL,482,"$143,026.92","$108,658.78",,,
INTEGUMENTARY,11463,80S,N/A,$141.23,$110.72,,,
INTEGUMENTARY,11463,OTHER,168,"$62,642.04","$48,068.69",,,
INTEGUMENTARY,11463,TOTAL,171,"$62,783.27","$48,179.41",,,
INTEGUMENTARY,11470,80S,N/A,$0.00,$0.00,,,
INTEGUMENTARY,11470,SG,N/A,"$1,655.14","$1,297.62",,,
INTEGUMENTARY,11470,OTHER,559,"$158,714.34","$121,283.17",,,
INTEGUMENTARY,11470,TOTAL,561,"$160,369.48","$122,580.79",,,
INTEGUMENTARY,11471,80S,N/A,$160.93,$126.17,,,
INTEGUMENTARY,11471,SG,N/A,"$2,788.65","$2,124.03",,,
INTEGUMENTARY,11471,OTHER,215,"$68,667.14","$52,230.10",,,
INTEGUMENTARY,11471,TOTAL,221,"$71,616.72","$54,480.30",,,
INTEGUMENTARY,11600,80S,N/A,$0.00,$0.00,,,
INTEGUMENTARY,11600,SG,N/A,$69.61,$54.58,,,
INTEGUMENTARY,11600,OTHER,"6,432","$891,164.20","$666,645.51",,,
INTEGUMENTARY,11600,TOTAL,"6,433","$891,233.81","$666,700.09",,,
INTEGUMENTARY,11601,80S,N/A,$0.00,$0.00,,,
INTEGUMENTARY,11601,SG,48,"$3,896.42","$3,027.19",,,
INTEGUMENTARY,11601,OTHER,"26,943","$4,288,496.31","$3,214,927.12",,,
INTEGUMENTARY,11601,TOTAL,"26,991","$4,292,392.73","$3,217,954.31",,,
INTEGUMENTARY,11602,80S,N/A,$0.00,$0.00,,,
INTEGUMENTARY,11602,SG,353,"$31,560.83","$24,233.20",,,
INTEGUMENTARY,11602,OTHER,"219,116","$31,200,713.54","$23,714,514.76",,,
INTEGUMENTARY,11602,TOTAL,"219,469","$31,232,274.37","$23,738,747.96",,,
INTEGUMENTARY,11603,80S,N/A,$0.00,$0.00,,,
INTEGUMENTARY,11603,SG,178,"$20,681.16","$15,945.88",,,
INTEGUMENTARY,11603,OTHER,"121,030","$19,512,465.49","$14,890,565.84",,,
INTEGUMENTARY,11603,TOTAL,"121,208","$19,533,146.65","$14,906,511.72",,,
INTEGUMENTARY,11604,80S,N/A,$0.00,$0.00,,,
INTEGUMENTARY,11604,SG,67,"$16,780.34","$13,012.26",,,
INTEGUMENTARY,11604,OTHER,"39,596","$8,921,674.23","$6,815,703.94",,,
INTEGUMENTARY,11604,TOTAL,"39,663","$8,938,454.57","$6,828,716.20",,,
INTEGUMENTARY,11606,80S,N/A,$0.00,$0.00,,,
INTEGUMENTARY,11606,SG,89,"$38,810.57","$30,177.75",,,
INTEGUMENTARY,11606,OTHER,"33,932","$12,279,528.01","$9,432,028.61",,,
INTEGUMENTARY,11606,TOTAL,"34,021","$12,318,338.58","$9,462,206.36",,,
INTEGUMENTARY,11620,80S,N/A,$0.00,$0.00,,,
INTEGUMENTARY,11620,OTHER,"2,905","$398,656.01","$297,297.12",,,
INTEGUMENTARY,11620,TOTAL,"2,905","$398,656.01","$297,297.12",,,
INTEGUMENTARY,11621,80S,N/A,$0.00,$0.00,,,
INTEGUMENTARY,11621,SG,30,"$2,238.83","$1,755.16",,,
INTEGUMENTARY,11621,OTHER,"11,837","$1,897,894.53","$1,420,779.97",,,
INTEGUMENTARY,11621,TOTAL,"11,867","$1,900,133.36","$1,422,535.13",,,
INTEGUMENTARY,11622,80S,N/A,$0.00,$0.00,,,
INTEGUMENTARY,11622,SG,148,"$16,277.76","$12,710.31",,,
INTEGUMENTARY,11622,OTHER,"59,568","$9,346,920.16","$7,106,632.07",,,
INTEGUMENTARY,11622,TOTAL,"59,716","$9,363,197.92","$7,119,342.38",,,
INTEGUMENTARY,11623,80S,N/A,$0.00,$0.00,,,
INTEGUMENTARY,11623,SG,61,"$7,834.59","$6,070.87",,,
INTEGUMENTARY,11623,OTHER,"27,314","$5,740,234.29","$4,367,435.75",,,
INTEGUMENTARY,11623,TOTAL,"27,375","$5,748,068.88","$4,373,506.62",,,
INTEGUMENTARY,11624,80S,N/A,$0.00,$0.00,,,
INTEGUMENTARY,11624,SG,38,"$15,342.08","$11,952.73",,,
INTEGUMENTARY,11624,OTHER,"10,072","$2,507,430.49","$1,924,588.73",,,
INTEGUMENTARY,11624,TOTAL,"10,110","$2,522,772.57","$1,936,541.46",,,
INTEGUMENTARY,11626,80S,N/A,$0.00,$0.00,,,
INTEGUMENTARY,11626,SG,48,"$45,310.83","$34,550.17",,,
INTEGUMENTARY,11626,OTHER,"9,322","$2,936,044.68","$2,260,105.09",,,
INTEGUMENTARY,11626,TOTAL,"9,370","$2,981,355.51","$2,294,655.26",,,
INTEGUMENTARY,11640,80S,N/A,$0.00,$0.00,,,
INTEGUMENTARY,11640,SG,30,"$2,569.02","$1,955.34",,,
INTEGUMENTARY,11640,OTHER,"9,926","$1,508,760.05","$1,121,056.43",,,
INTEGUMENTARY,11640,TOTAL,"9,956","$1,511,329.07","$1,123,011.77",,,
INTEGUMENTARY,11641,80S,N/A,$0.00,$0.00,,,
INTEGUMENTARY,11641,SG,168,"$15,031.23","$11,784.47",,,
INTEGUMENTARY,11641,OTHER,"38,323","$6,091,109.59","$4,572,868.20",,,
INTEGUMENTARY,11641,TOTAL,"38,491","$6,106,140.82","$4,584,652.67",,,
INTEGUMENTARY,11642,80S,N/A,$0.00,$0.00,,,
INTEGUMENTARY,11642,SG,336,"$40,382.69","$31,041.69",,,
INTEGUMENTARY,11642,OTHER,"104,319","$17,618,641.45","$13,358,461.23",,,
INTEGUMENTARY,11642,TOTAL,"104,655","$17,659,024.14","$13,389,502.92",,,
INTEGUMENTARY,11643,80S,N/A,$0.00,$0.00,,,
INTEGUMENTARY,11643,SG,149,"$19,424.76","$14,980.07",,,
INTEGUMENTARY,11643,OTHER,"38,541","$8,323,049.40","$6,329,243.29",,,
INTEGUMENTARY,11643,TOTAL,"38,690","$8,342,474.16","$6,344,223.36",,,
INTEGUMENTARY,11644,80S,N/A,$0.00,$0.00,,,
INTEGUMENTARY,11644,SG,49,"$19,187.97","$15,006.10",,,
INTEGUMENTARY,11644,OTHER,"13,833","$3,902,772.95","$2,992,957.86",,,
INTEGUMENTARY,11644,TOTAL,"13,882","$3,921,960.92","$3,007,963.96",,,
INTEGUMENTARY,11646,80S,N/A,$0.00,$0.00,,,
INTEGUMENTARY,11646,SG,41,"$39,218.10","$28,972.42",,,
INTEGUMENTARY,11646,OTHER,"10,079","$4,425,879.99","$3,418,957.97",,,
INTEGUMENTARY,11646,TOTAL,"10,120","$4,465,098.09","$3,447,930.39",,,
INTEGUMENTARY,11719,80S,N/A,$0.00,$0.00,,,
INTEGUMENTARY,11719,SG,N/A,$0.00,$0.00,,,
INTEGUMENTARY,11719,OTHER,"962,380","$10,167,706.35","$7,224,059.23",,,
INTEGUMENTARY,11719,TOTAL,"962,380","$10,167,706.35","$7,224,059.23",,,
