"CPT only copyright 2019 American Medical Association. All rights reserved.					",,,,,,
,,,,,,
"2019 Part B National Summary Data File
Code Range: 02) Surgery (10000 - 69999)",,,,,,
This data table begins with column headers on row 5 and data cells are A-6 through F-17844,,,,,,
ENDOCRINE SYSTEM,64787,SG,N/A,$0.00 ,$0.00 ,
ENDOCRINE SYSTEM,64787,OTHER,736 ,"$186,083.23 ","$143,063.02 ",
ENDOCRINE SYSTEM,64787,TOTAL,765 ,"$187,224.72 ","$143,964.06 ",
ENDOCRINE SYSTEM,64788,80S,N/A,$0.00 ,$0.00 ,
ENDOCRINE SYSTEM,64788,SG,N/A,"$3,926.78 ","$3,078.60 ",
ENDOCRINE SYSTEM,64788,OTHER,865 ,"$280,446.34 ","$217,475.54 ",
ENDOCRINE SYSTEM,64788,TOTAL,872 ,"$284,373.12 ","$220,554.14 ",
ENDOCRINE SYSTEM,64790,80S,11 ,"$1,294.47 ","$1,022.17 ",
ENDOCRINE SYSTEM,64790,SG,N/A,$881.85 ,$691.37 ,
ENDOCRINE SYSTEM,64790,OTHER,313 ,"$253,411.72 ","$196,113.84 ",
ENDOCRINE SYSTEM,64790,TOTAL,325 ,"$255,588.04 ","$197,827.38 ",
ENDOCRINE SYSTEM,64792,80S,N/A,"$1,198.93 ",$945.74 ,
ENDOCRINE SYSTEM,64792,SG,N/A,"$1,779.07 ","$1,394.79 ",
ENDOCRINE SYSTEM,64792,OTHER,135 ,"$150,664.08 ","$118,477.03 ",
ENDOCRINE SYSTEM,64792,TOTAL,143 ,"$153,642.08 ","$120,817.56 ",
ENDOCRINE SYSTEM,64795,80S,N/A,$0.00 ,$0.00 ,
ENDOCRINE SYSTEM,64795,OTHER,854 ,"$172,426.49 ","$134,375.39 ",
ENDOCRINE SYSTEM,64795,TOTAL,854 ,"$172,426.49 ","$134,375.39 ",
ENDOCRINE SYSTEM,64802,OTHER,N/A,$439.48 ,$350.10 ,
ENDOCRINE SYSTEM,64802,TOTAL,N/A,$439.48 ,$350.10 ,
ENDOCRINE SYSTEM,64804,80S,N/A,$310.29 ,$243.27 ,
ENDOCRINE SYSTEM,64804,OTHER,N/A,"$6,083.17 ","$4,548.92 ",
ENDOCRINE SYSTEM,64804,TOTAL,N/A,"$6,393.46 ","$4,792.19 ",
ENDOCRINE SYSTEM,64809,80S,N/A,$179.75 ,$140.95 ,
ENDOCRINE SYSTEM,64809,OTHER,N/A,"$5,965.85 ","$4,622.29 ",
ENDOCRINE SYSTEM,64809,TOTAL,N/A,"$6,145.60 ","$4,763.24 ",
ENDOCRINE SYSTEM,64818,80S,N/A,$341.96 ,$268.99 ,
ENDOCRINE SYSTEM,64818,OTHER,54 ,"$57,438.10 ","$43,183.78 ",
ENDOCRINE SYSTEM,64818,TOTAL,57 ,"$57,780.06 ","$43,452.77 ",
ENDOCRINE SYSTEM,64820,80S,N/A,$0.00 ,$0.00 ,
ENDOCRINE SYSTEM,64820,OTHER,231 ,"$107,741.07 ","$83,715.39 ",
ENDOCRINE SYSTEM,64820,TOTAL,231 ,"$107,741.07 ","$83,715.39 ",
ENDOCRINE SYSTEM,64821,OTHER,130 ,"$66,451.43 ","$51,243.87 ",
ENDOCRINE SYSTEM,64821,TOTAL,130 ,"$66,451.43 ","$51,243.87 ",
ENDOCRINE SYSTEM,64822,80S,N/A,$0.00 ,$0.00 ,
ENDOCRINE SYSTEM,64822,OTHER,87 ,"$46,030.51 ","$36,073.29 ",
ENDOCRINE SYSTEM,64822,TOTAL,87 ,"$46,030.51 ","$36,073.29 ",
ENDOCRINE SYSTEM,64823,80S,N/A,$0.00 ,$0.00 ,
ENDOCRINE SYSTEM,64823,OTHER,52 ,"$42,641.09 ","$33,603.35 ",
ENDOCRINE SYSTEM,64823,TOTAL,52 ,"$42,641.09 ","$33,603.35 ",
ENDOCRINE SYSTEM,64831,80S,N/A,$0.00 ,$0.00 ,
ENDOCRINE SYSTEM,64831,SG,15 ,"$29,867.18 ","$22,305.21 ",
ENDOCRINE SYSTEM,64831,OTHER,"1,155 ","$902,089.95 ","$702,063.17 ",
ENDOCRINE SYSTEM,64831,TOTAL,"1,170 ","$931,957.13 ","$724,368.38 ",
ENDOCRINE SYSTEM,64832,80S,N/A,$0.00 ,$0.00 ,
ENDOCRINE SYSTEM,64832,SG,N/A,$0.00 ,$0.00 ,
ENDOCRINE SYSTEM,64832,OTHER,325 ,"$113,047.27 ","$88,954.08 ",
ENDOCRINE SYSTEM,64832,TOTAL,325 ,"$113,047.27 ","$88,954.08 ",
ENDOCRINE SYSTEM,64834,80S,N/A,$531.54 ,$418.39 ,
ENDOCRINE SYSTEM,64834,OTHER,107 ,"$85,240.58 ","$66,768.76 ",
ENDOCRINE SYSTEM,64834,TOTAL,113 ,"$85,772.12 ","$67,187.15 ",
ENDOCRINE SYSTEM,64835,80S,N/A,$206.10 ,$161.58 ,
ENDOCRINE SYSTEM,64835,OTHER,41 ,"$31,749.97 ","$24,562.81 ",
ENDOCRINE SYSTEM,64835,TOTAL,43 ,"$31,956.07 ","$24,724.39 ",
ENDOCRINE SYSTEM,64836,80S,N/A,$530.30 ,$422.55 ,
ENDOCRINE SYSTEM,64836,OTHER,42 ,"$42,952.57 ","$33,809.12 ",
ENDOCRINE SYSTEM,64836,TOTAL,47 ,"$43,482.87 ","$34,231.67 ",
ENDOCRINE SYSTEM,64837,80S,N/A,$153.27 ,$120.28 ,
ENDOCRINE SYSTEM,64837,OTHER,12 ,"$4,537.38 ","$3,581.23 ",
ENDOCRINE SYSTEM,64837,TOTAL,15 ,"$4,690.65 ","$3,701.51 ",
ENDOCRINE SYSTEM,64840,80S,N/A,$300.05 ,$237.15 ,
ENDOCRINE SYSTEM,64840,OTHER,18 ,"$13,287.77 ","$10,369.87 ",
ENDOCRINE SYSTEM,64840,TOTAL,20 ,"$13,587.82 ","$10,607.02 ",
ENDOCRINE SYSTEM,64856,80S,N/A,$0.00 ,$0.00 ,
ENDOCRINE SYSTEM,64856,SG,N/A,"$3,750.04 ","$2,940.03 ",
ENDOCRINE SYSTEM,64856,OTHER,204 ,"$184,279.45 ","$145,228.29 ",
ENDOCRINE SYSTEM,64856,TOTAL,206 ,"$188,029.49 ","$148,168.32 ",
ENDOCRINE SYSTEM,64857,80S,35 ,"$5,399.01 ","$4,200.77 ",
ENDOCRINE SYSTEM,64857,SG,N/A,$924.74 ,$724.99 ,
ENDOCRINE SYSTEM,64857,OTHER,238 ,"$246,922.59 ","$191,963.86 ",
ENDOCRINE SYSTEM,64857,TOTAL,274 ,"$253,246.34 ","$196,889.62 ",
ENDOCRINE SYSTEM,64858,80S,N/A,$80.98 ,$64.58 ,
ENDOCRINE SYSTEM,64858,OTHER,22 ,"$23,922.59 ","$18,928.84 ",
ENDOCRINE SYSTEM,64858,TOTAL,23 ,"$24,003.57 ","$18,993.42 ",
ENDOCRINE SYSTEM,64859,80S,N/A,$309.67 ,$246.87 ,
ENDOCRINE SYSTEM,64859,OTHER,61 ,"$16,047.91 ","$12,709.16 ",
ENDOCRINE SYSTEM,64859,TOTAL,69 ,"$16,357.58 ","$12,956.03 ",
ENDOCRINE SYSTEM,64861,OTHER,N/A,"$5,073.26 ","$4,016.15 ",
ENDOCRINE SYSTEM,64861,TOTAL,N/A,"$5,073.26 ","$4,016.15 ",
ENDOCRINE SYSTEM,64862,80S,N/A,$87.75 ,$68.80 ,
ENDOCRINE SYSTEM,64862,OTHER,N/A,$645.17 ,$515.27 ,
ENDOCRINE SYSTEM,64862,TOTAL,N/A,$732.92 ,$584.07 ,
ENDOCRINE SYSTEM,64864,80S,N/A,$851.76 ,$672.17 ,
ENDOCRINE SYSTEM,64864,OTHER,166 ,"$100,357.83 ","$78,541.24 ",
ENDOCRINE SYSTEM,64864,TOTAL,175 ,"$101,209.59 ","$79,213.41 ",
ENDOCRINE SYSTEM,64865,80S,N/A,$323.03 ,$257.22 ,
ENDOCRINE SYSTEM,64865,OTHER,34 ,"$25,228.30 ","$19,902.83 ",
ENDOCRINE SYSTEM,64865,TOTAL,37 ,"$25,551.33 ","$20,160.05 ",
ENDOCRINE SYSTEM,64866,OTHER,N/A,"$7,649.04 ","$6,067.49 ",
ENDOCRINE SYSTEM,64866,TOTAL,N/A,"$7,649.04 ","$6,067.49 ",
ENDOCRINE SYSTEM,64868,80S,N/A,$173.41 ,$135.95 ,
ENDOCRINE SYSTEM,64868,OTHER,55 ,"$34,906.29 ","$27,688.54 ",
ENDOCRINE SYSTEM,64868,TOTAL,57 ,"$35,079.70 ","$27,824.49 ",
ENDOCRINE SYSTEM,64872,80S,N/A,$34.87 ,$27.60 ,
ENDOCRINE SYSTEM,64872,OTHER,12 ,"$1,498.72 ","$1,187.73 ",
ENDOCRINE SYSTEM,64872,TOTAL,14 ,"$1,533.59 ","$1,215.33 ",
ENDOCRINE SYSTEM,64874,80S,N/A,$281.08 ,$222.25 ,
ENDOCRINE SYSTEM,64874,OTHER,52 ,"$9,678.16 ","$7,669.85 ",
ENDOCRINE SYSTEM,64874,TOTAL,62 ,"$9,959.24 ","$7,892.10 ",
ENDOCRINE SYSTEM,64885,80S,N/A,$956.58 ,$752.33 ,
ENDOCRINE SYSTEM,64885,OTHER,112 ,"$111,728.26 ","$87,022.63 ",
ENDOCRINE SYSTEM,64885,TOTAL,120 ,"$112,684.84 ","$87,774.96 ",
ENDOCRINE SYSTEM,64886,80S,12 ,"$2,115.16 ","$1,667.12 ",
ENDOCRINE SYSTEM,64886,OTHER,185 ,"$166,371.97 ","$131,619.64 ",
ENDOCRINE SYSTEM,64886,TOTAL,197 ,"$168,487.13 ","$133,286.76 ",
ENDOCRINE SYSTEM,64890,80S,13 ,"$2,102.46 ","$1,652.84 ",
ENDOCRINE SYSTEM,64890,SG,N/A,"$3,365.36 ","$2,638.44 ",
ENDOCRINE SYSTEM,64890,OTHER,67 ,"$88,534.20 ","$69,071.39 ",
ENDOCRINE SYSTEM,64890,TOTAL,81 ,"$94,002.02 ","$73,362.67 ",
ENDOCRINE SYSTEM,64891,80S,N/A,$308.72 ,$242.03 ,
ENDOCRINE SYSTEM,64891,OTHER,N/A,"$2,270.03 ","$1,789.34 ",
ENDOCRINE SYSTEM,64891,TOTAL,N/A,"$2,578.75 ","$2,031.37 ",
ENDOCRINE SYSTEM,64892,OTHER,19 ,"$19,054.03 ","$14,746.92 ",
ENDOCRINE SYSTEM,64892,TOTAL,19 ,"$19,054.03 ","$14,746.92 ",
ENDOCRINE SYSTEM,64893,80S,N/A,$154.29 ,$123.13 ,
ENDOCRINE SYSTEM,64893,OTHER,18 ,"$15,861.17 ","$12,568.60 ",
ENDOCRINE SYSTEM,64893,TOTAL,19 ,"$16,015.46 ","$12,691.73 ",
ENDOCRINE SYSTEM,64895,80S,N/A,$384.48 ,$301.44 ,
ENDOCRINE SYSTEM,64895,OTHER,N/A,"$10,289.26 ","$8,117.14 ",
ENDOCRINE SYSTEM,64895,TOTAL,N/A,"$10,673.74 ","$8,418.58 ",
ENDOCRINE SYSTEM,64896,80S,N/A,$0.00 ,$0.00 ,
ENDOCRINE SYSTEM,64896,OTHER,N/A,"$5,087.83 ","$4,004.76 ",
ENDOCRINE SYSTEM,64896,TOTAL,N/A,"$5,087.83 ","$4,004.76 ",
ENDOCRINE SYSTEM,64897,OTHER,N/A,"$13,316.09 ","$10,527.08 ",
ENDOCRINE SYSTEM,64897,TOTAL,N/A,"$13,316.09 ","$10,527.08 ",
ENDOCRINE SYSTEM,64898,80S,N/A,$973.51 ,$763.22 ,
ENDOCRINE SYSTEM,64898,OTHER,27 ,"$31,041.04 ","$24,410.95 ",
ENDOCRINE SYSTEM,64898,TOTAL,32 ,"$32,014.55 ","$25,174.17 ",
ENDOCRINE SYSTEM,64901,80S,N/A,$402.84 ,$315.82 ,
ENDOCRINE SYSTEM,64901,OTHER,25 ,"$15,517.98 ","$12,329.00 ",
ENDOCRINE SYSTEM,64901,TOTAL,29 ,"$15,920.82 ","$12,644.82 ",
ENDOCRINE SYSTEM,64902,80S,12 ,"$1,404.84 ","$1,101.39 ",
ENDOCRINE SYSTEM,64902,OTHER,16 ,"$12,328.86 ","$9,787.36 ",
ENDOCRINE SYSTEM,64902,TOTAL,28 ,"$13,733.70 ","$10,888.75 ",
ENDOCRINE SYSTEM,64905,80S,76 ,"$9,022.65 ","$7,123.09 ",
ENDOCRINE SYSTEM,64905,OTHER,682 ,"$561,305.10 ","$440,709.96 ",
ENDOCRINE SYSTEM,64905,TOTAL,758 ,"$570,327.75 ","$447,833.05 ",
ENDOCRINE SYSTEM,64907,80S,N/A,$206.56 ,$161.94 ,
ENDOCRINE SYSTEM,64907,OTHER,N/A,"$7,846.55 ","$6,208.26 ",
ENDOCRINE SYSTEM,64907,TOTAL,N/A,"$8,053.11 ","$6,370.20 ",
ENDOCRINE SYSTEM,64910,80S,222 ,"$19,591.72 ","$15,286.52 ",
ENDOCRINE SYSTEM,64910,SG,N/A,"$7,925.08 ","$6,213.27 ",
ENDOCRINE SYSTEM,64910,OTHER,"1,269 ","$1,133,514.73 ","$870,210.46 ",
ENDOCRINE SYSTEM,64910,TOTAL,"1,494 ","$1,161,031.53 ","$891,710.25 ",
ENDOCRINE SYSTEM,64911,80S,N/A,$288.40 ,$129.87 ,
ENDOCRINE SYSTEM,64911,OTHER,55 ,"$35,819.56 ","$27,757.43 ",
ENDOCRINE SYSTEM,64911,TOTAL,58 ,"$36,107.96 ","$27,887.30 ",
ENDOCRINE SYSTEM,64912,80S,67 ,"$5,323.36 ","$4,194.80 ",
ENDOCRINE SYSTEM,64912,SG,N/A,"$5,658.29 ","$4,436.11 ",
ENDOCRINE SYSTEM,64912,OTHER,395 ,"$250,871.07 ","$194,284.46 ",
ENDOCRINE SYSTEM,64912,TOTAL,465 ,"$261,852.72 ","$202,915.37 ",
ENDOCRINE SYSTEM,64913,80S,11 ,$252.79 ,$199.15 ,
ENDOCRINE SYSTEM,64913,SG,N/A,$0.00 ,$0.00 ,
ENDOCRINE SYSTEM,64913,OTHER,76 ,"$12,327.82 ","$9,582.68 ",
ENDOCRINE SYSTEM,64913,TOTAL,87 ,"$12,580.61 ","$9,781.83 ",
ENDOCRINE SYSTEM,64999,80S,101 ,"$19,498.31 ","$15,354.58 ",
ENDOCRINE SYSTEM,64999,SG,N/A,$0.00 ,$0.00 ,
ENDOCRINE SYSTEM,64999,OTHER,"9,763 ","$2,714,242.05 ","$2,138,060.71 ",
ENDOCRINE SYSTEM,64999,TOTAL,"9,864 ","$2,733,740.36 ","$2,153,415.29 ",
EYE,65091,80S,N/A,$98.62 ,$77.32 ,
EYE,65091,OTHER,93 ,"$66,520.92 ","$52,006.97 ",
EYE,65091,TOTAL,94 ,"$66,619.54 ","$52,084.29 ",
EYE,65093,80S,N/A,$0.00 ,$0.00 ,
EYE,65093,SG,17 ,"$21,994.68 ","$17,098.82 ",
EYE,65093,OTHER,775 ,"$569,943.82 ","$444,999.93 ",
EYE,65093,TOTAL,792 ,"$591,938.50 ","$462,098.75 ",
EYE,65101,SG,N/A,"$1,418.76 ","$1,112.31 ",
EYE,65101,OTHER,104 ,"$80,890.57 ","$63,395.48 ",
EYE,65101,TOTAL,105 ,"$82,309.33 ","$64,507.79 ",
EYE,65103,SG,N/A,"$1,224.87 ",$960.30 ,
EYE,65103,OTHER,191 ,"$160,233.56 ","$123,551.67 ",
EYE,65103,TOTAL,192 ,"$161,458.43 ","$124,511.97 ",
EYE,65105,80S,42 ,"$5,800.49 ","$4,559.01 ",
EYE,65105,SG,15 ,"$20,368.72 ","$15,824.00 ",
EYE,65105,OTHER,"1,004 ","$902,598.30 ","$704,668.49 ",
EYE,65105,TOTAL,"1,061 ","$928,767.51 ","$725,051.50 ",
EYE,65110,80S,12 ,"$2,087.41 ","$1,640.95 ",
EYE,65110,OTHER,96 ,"$111,194.15 ","$87,813.46 ",
EYE,65110,TOTAL,108 ,"$113,281.56 ","$89,454.41 ",
EYE,65112,OTHER,32 ,"$38,819.62 ","$30,576.50 ",
EYE,65112,TOTAL,32 ,"$38,819.62 ","$30,576.50 ",
EYE,65114,80S,N/A,$843.47 ,$477.69 ,
EYE,65114,OTHER,21 ,"$30,976.75 ","$23,308.71 ",
EYE,65114,TOTAL,25 ,"$31,820.22 ","$23,786.40 ",
EYE,65125,OTHER,26 ,"$4,893.92 ","$3,855.94 ",
EYE,65125,TOTAL,26 ,"$4,893.92 ","$3,855.94 ",
EYE,65130,OTHER,16 ,"$12,725.11 ","$10,076.39 ",
EYE,65130,TOTAL,16 ,"$12,725.11 ","$10,076.39 ",
EYE,65135,SG,N/A,"$1,266.42 ",$992.87 ,
EYE,65135,OTHER,24 ,"$15,176.67 ","$11,551.16 ",
EYE,65135,TOTAL,26 ,"$16,443.09 ","$12,544.03 ",
EYE,65140,SG,N/A,$702.93 ,$551.09 ,
EYE,65140,OTHER,23 ,"$18,650.85 ","$14,545.27 ",
EYE,65140,TOTAL,24 ,"$19,353.78 ","$15,096.36 ",
EYE,65150,SG,N/A,"$2,617.43 ","$2,052.07 ",
EYE,65150,OTHER,21 ,"$15,477.60 ","$11,773.67 ",
EYE,65150,TOTAL,23 ,"$18,095.03 ","$13,825.74 ",
EYE,65155,OTHER,37 ,"$28,242.53 ","$22,198.21 ",
EYE,65155,TOTAL,37 ,"$28,242.53 ","$22,198.21 ",
EYE,65175,SG,N/A,"$8,190.11 ","$6,421.03 ",
EYE,65175,OTHER,192 ,"$131,341.11 ","$102,803.47 ",
EYE,65175,TOTAL,199 ,"$139,531.22 ","$109,224.50 ",
EYE,65205,OTHER,"24,628 ","$1,130,787.06 ","$794,755.55 ",
EYE,65205,TOTAL,"24,628 ","$1,130,787.06 ","$794,755.55 ",
EYE,65210,SG,N/A,$0.00 ,$0.00 ,
EYE,65210,OTHER,"21,481 ","$1,293,215.56 ","$942,298.18 ",
EYE,65210,TOTAL,"21,481 ","$1,293,215.56 ","$942,298.18 ",
EYE,65220,OTHER,"2,297 ","$111,510.56 ","$75,769.14 ",
EYE,65220,TOTAL,"2,297 ","$111,510.56 ","$75,769.14 ",
EYE,65222,SG,N/A,$0.00 ,$0.00 ,
EYE,65222,OTHER,"23,850 ","$1,625,999.75 ","$1,120,852.96 ",
EYE,65222,TOTAL,"23,850 ","$1,625,999.75 ","$1,120,852.96 ",
EYE,65235,80S,N/A,$61.75 ,$48.41 ,
EYE,65235,SG,N/A,"$5,961.78 ","$4,674.02 ",
EYE,65235,OTHER,294 ,"$183,028.68 ","$142,241.87 ",
EYE,65235,TOTAL,302 ,"$189,052.21 ","$146,964.30 ",
EYE,65260,80S,N/A,$277.33 ,$219.23 ,
EYE,65260,OTHER,17 ,"$12,949.56 ","$10,239.37 ",
EYE,65260,TOTAL,19 ,"$13,226.89 ","$10,458.60 ",
EYE,65265,80S,17 ,"$2,463.90 ","$1,937.90 ",
EYE,65265,SG,N/A,"$1,459.92 ","$1,144.58 ",
EYE,65265,OTHER,238 ,"$211,483.05 ","$165,516.85 ",
EYE,65265,TOTAL,258 ,"$215,406.87 ","$168,599.33 ",
EYE,65270,OTHER,104 ,"$23,947.18 ","$18,274.91 ",
EYE,65270,TOTAL,104 ,"$23,947.18 ","$18,274.91 ",
EYE,65272,OTHER,35 ,"$14,988.86 ","$11,682.63 ",
EYE,65272,TOTAL,35 ,"$14,988.86 ","$11,682.63 ",
EYE,65273,OTHER,15 ,"$4,814.50 ","$3,802.30 ",
EYE,65273,TOTAL,15 ,"$4,814.50 ","$3,802.30 ",
EYE,65275,80S,N/A,$73.56 ,$57.67 ,
EYE,65275,SG,N/A,"$1,139.82 ",$893.62 ,
EYE,65275,OTHER,69 ,"$41,094.06 ","$32,009.04 ",
EYE,65275,TOTAL,71 ,"$42,307.44 ","$32,960.33 ",
EYE,65280,80S,N/A,$0.00 ,$0.00 ,
EYE,65280,SG,N/A,"$1,200.00 ",$940.80 ,
EYE,65280,OTHER,271 ,"$193,739.79 ","$149,541.10 ",
EYE,65280,TOTAL,272 ,"$194,939.79 ","$150,481.90 ",
EYE,65285,80S,N/A,$0.00 ,$0.00 ,
EYE,65285,SG,N/A,"$7,483.08 ","$5,866.74 ",
EYE,65285,OTHER,817 ,"$944,899.35 ","$740,195.97 ",
EYE,65285,TOTAL,821 ,"$952,382.43 ","$746,062.71 ",
EYE,65286,SG,N/A,$726.42 ,$569.51 ,
EYE,65286,OTHER,725 ,"$404,149.17 ","$316,325.57 ",
EYE,65286,TOTAL,727 ,"$404,875.59 ","$316,895.08 ",
EYE,65290,SG,N/A,"$1,289.00 ","$1,010.58 ",
EYE,65290,OTHER,77 ,"$30,467.54 ","$23,957.38 ",
EYE,65290,TOTAL,78 ,"$31,756.54 ","$24,967.96 ",
EYE,65400,80S,N/A,$0.00 ,$0.00 ,
EYE,65400,SG,457 ,"$174,707.62 ","$134,483.17 ",
EYE,65400,OTHER,"10,380 ","$5,915,638.65 ","$4,594,882.96 ",
EYE,65400,TOTAL,"10,837 ","$6,090,346.27 ","$4,729,366.13 ",
EYE,65410,80S,N/A,$16.59 ,$13.00 ,
EYE,65410,SG,N/A,"$2,493.42 ","$1,954.84 ",
EYE,65410,OTHER,163 ,"$38,185.50 ","$29,671.02 ",
EYE,65410,TOTAL,168 ,"$40,695.51 ","$31,638.86 ",
EYE,65420,SG,81 ,"$51,284.93 ","$39,906.32 ",
EYE,65420,OTHER,"1,773 ","$823,121.65 ","$635,470.74 ",
EYE,65420,TOTAL,"1,854 ","$874,406.58 ","$675,377.06 ",
EYE,65426,80S,N/A,$0.00 ,$0.00 ,
EYE,65426,SG,423 ,"$344,326.58 ","$263,793.85 ",
EYE,65426,OTHER,"9,752 ","$5,957,288.29 ","$4,594,735.86 ",
EYE,65426,TOTAL,"10,175 ","$6,301,614.87 ","$4,858,529.71 ",
EYE,65430,SG,N/A,$0.00 ,$0.00 ,
EYE,65430,OTHER,"4,306 ","$493,641.71 ","$375,006.51 ",
EYE,65430,TOTAL,"4,306 ","$493,641.71 ","$375,006.51 ",
EYE,65435,SG,102 ,"$3,565.88 ","$2,647.68 ",
EYE,65435,OTHER,"8,568 ","$595,454.09 ","$444,299.44 ",
EYE,65435,TOTAL,"8,670 ","$599,019.97 ","$446,947.12 ",
EYE,65436,80S,N/A,$0.00 ,$0.00 ,
EYE,65436,SG,37 ,"$6,907.46 ","$5,344.28 ",
EYE,65436,OTHER,"2,221 ","$685,049.04 ","$528,723.03 ",
EYE,65436,TOTAL,"2,258 ","$691,956.50 ","$534,067.31 ",
EYE,65450,SG,N/A,"$1,058.14 ",$829.59 ,
EYE,65450,OTHER,620 ,"$139,033.59 ","$107,414.86 ",
EYE,65450,TOTAL,628 ,"$140,091.73 ","$108,244.45 ",
EYE,65600,SG,15 ,"$2,139.20 ","$1,677.11 ",
EYE,65600,OTHER,779 ,"$259,172.36 ","$200,740.07 ",
EYE,65600,TOTAL,794 ,"$261,311.56 ","$202,417.18 ",
EYE,65710,80S,22 ,"$4,087.22 ","$2,901.17 ",
EYE,65710,SG,18 ,"$33,552.95 ","$26,160.44 ",
EYE,65710,OTHER,353 ,"$453,402.83 ","$353,487.03 ",
EYE,65710,TOTAL,393 ,"$491,043.00 ","$382,548.64 ",
EYE,65730,80S,144 ,"$30,147.62 ","$23,361.31 ",
EYE,65730,SG,69 ,"$127,274.39 ","$97,487.18 ",
EYE,65730,OTHER,"2,495 ","$3,524,289.32 ","$2,740,350.31 ",
EYE,65730,TOTAL,"2,708 ","$3,681,711.33 ","$2,861,198.80 ",
EYE,65750,80S,42 ,"$8,289.35 ","$6,506.65 ",
EYE,65750,SG,N/A,"$4,485.17 ","$2,431.68 ",
EYE,65750,OTHER,433 ,"$545,452.88 ","$427,822.88 ",
EYE,65750,TOTAL,478 ,"$558,227.40 ","$436,761.21 ",
EYE,65755,80S,271 ,"$56,813.54 ","$43,693.29 ",
EYE,65755,SG,71 ,"$126,854.34 ","$99,308.77 ",
EYE,65755,OTHER,"3,271 ","$4,494,279.38 ","$3,511,775.03 ",
EYE,65755,TOTAL,"3,613 ","$4,677,947.26 ","$3,654,777.09 ",
EYE,65756,80S,"1,201 ","$239,584.89 ","$184,878.33 ",
EYE,65756,SG,851 ,"$1,504,313.06 ","$1,170,570.61 ",
EYE,65756,OTHER,"21,810 ","$30,375,251.91 ","$23,733,998.52 ",
EYE,65756,TOTAL,"23,862 ","$32,119,149.86 ","$25,089,447.46 ",
EYE,65757,80S,N/A,$34.44 ,$27.00 ,
EYE,65757,SG,N/A,$0.00 ,$0.00 ,
EYE,65757,OTHER,"1,330 ","$228,243.21 ","$180,005.78 ",
EYE,65757,TOTAL,"1,332 ","$228,277.65 ","$180,032.78 ",
EYE,65760,OTHER,N/A,$0.00 ,$0.00 ,
EYE,65760,TOTAL,N/A,$0.00 ,$0.00 ,
EYE,65765,OTHER,N/A,$0.00 ,$0.00 ,
EYE,65765,TOTAL,N/A,$0.00 ,$0.00 ,
EYE,65767,OTHER,N/A,$0.00 ,$0.00 ,
EYE,65767,TOTAL,N/A,$0.00 ,$0.00 ,
EYE,65770,80S,38 ,"$8,828.91 ","$6,762.31 ",
EYE,65770,OTHER,261 ,"$593,216.66 ","$466,713.17 ",
EYE,65770,TOTAL,299 ,"$602,045.57 ","$473,475.48 ",
EYE,65771,OTHER,N/A,$0.00 ,$0.00 ,
EYE,65771,TOTAL,N/A,$0.00 ,$0.00 ,
EYE,65772,SG,550 ,"$122,318.40 ","$95,470.31 ",
EYE,65772,OTHER,"1,259 ","$414,737.30 ","$321,678.43 ",
EYE,65772,TOTAL,"1,809 ","$537,055.70 ","$417,148.74 ",
EYE,65775,SG,N/A,"$1,668.57 ","$1,308.16 ",
EYE,65775,OTHER,30 ,"$17,978.00 ","$14,101.68 ",
EYE,65775,TOTAL,32 ,"$19,646.57 ","$15,409.84 ",
EYE,65778,80S,N/A,$267.32 ,$209.69 ,
EYE,65778,SG,N/A,$0.00 ,$0.00 ,
EYE,65778,OTHER,"45,242 ","$64,999,525.19 ","$50,630,508.47 ",
EYE,65778,TOTAL,"45,245 ","$64,999,792.51 ","$50,630,718.16 ",
EYE,65779,80S,N/A,$219.30 ,$167.32 ,
EYE,65779,SG,N/A,$0.00 ,$0.00 ,
EYE,65779,OTHER,742 ,"$273,552.98 ","$214,679.06 ",
EYE,65779,TOTAL,752 ,"$273,772.28 ","$214,846.38 ",
EYE,65780,80S,N/A,$0.00 ,$0.00 ,
EYE,65780,SG,51 ,"$65,032.26 ","$50,556.72 ",
EYE,65780,OTHER,"2,931 ","$2,501,417.09 ","$1,952,113.77 ",
EYE,65780,TOTAL,"2,982 ","$2,566,449.35 ","$2,002,670.49 ",
EYE,65781,80S,N/A,$448.89 ,$351.93 ,
EYE,65781,OTHER,59 ,"$82,473.15 ","$64,798.36 ",
EYE,65781,TOTAL,61 ,"$82,922.04 ","$65,150.29 ",
EYE,65782,SG,27 ,"$34,257.39 ","$26,857.80 ",
EYE,65782,OTHER,428 ,"$519,072.42 ","$403,827.62 ",
EYE,65782,TOTAL,455 ,"$553,329.81 ","$430,685.42 ",
EYE,65785,OTHER,26 ,"$47,884.67 ","$36,941.21 ",
EYE,65785,TOTAL,26 ,"$47,884.67 ","$36,941.21 ",
EYE,65800,80S,N/A,$0.00 ,$0.00 ,
EYE,65800,SG,457 ,"$267,168.48 ","$208,961.46 ",
EYE,65800,OTHER,"21,563 ","$3,483,619.12 ","$2,719,036.34 ",
EYE,65800,TOTAL,"22,020 ","$3,750,787.60 ","$2,927,997.80 ",
EYE,65810,80S,N/A,$0.00 ,$0.00 ,
EYE,65810,SG,N/A,"$4,064.63 ","$3,135.05 ",
EYE,65810,OTHER,415 ,"$184,197.43 ","$143,457.75 ",
EYE,65810,TOTAL,420 ,"$188,262.06 ","$146,592.80 ",
