CPT only copyright 2014 American Medical Association. All rights reserved.,,,,,,,,
,,,,,,,,
"""2014 Part B National Summary Data File
Code Range: 02) Surgery (10000 - 69999)"" ",,,,,,,,
This data table begins with column headers on row 5 and data cells are A-6 through F-18000,,,,,,,,
EYE,65112,OTHER,42,"$52,253.24","$40,966.54",,,
EYE,65112,TOTAL,49,"$53,817.55","$42,192.95",,,
EYE,65114,80S,N/A,$523.72,$410.60,,,
EYE,65114,OTHER,29,"$45,185.38","$35,425.33",,,
EYE,65114,TOTAL,31,"$45,709.10","$35,835.93",,,
EYE,65125,OTHER,49,"$18,785.01","$14,612.22",,,
EYE,65125,TOTAL,49,"$18,785.01","$14,612.22",,,
EYE,65130,SG,N/A,$976.97,$765.95,,,
EYE,65130,OTHER,22,"$16,337.70","$12,805.74",,,
EYE,65130,TOTAL,23,"$17,314.67","$13,571.69",,,
EYE,65135,80S,N/A,$0.00,$0.00,,,
EYE,65135,OTHER,41,"$31,106.84","$24,201.41",,,
EYE,65135,TOTAL,41,"$31,106.84","$24,201.41",,,
EYE,65140,OTHER,45,"$43,258.46","$33,650.37",,,
EYE,65140,TOTAL,45,"$43,258.46","$33,650.37",,,
EYE,65150,OTHER,43,"$23,114.96","$18,122.09",,,
EYE,65150,TOTAL,43,"$23,114.96","$18,122.09",,,
EYE,65155,OTHER,44,"$45,454.40","$35,174.61",,,
EYE,65155,TOTAL,44,"$45,454.40","$35,174.61",,,
EYE,65175,SG,N/A,$862.80,$676.44,,,
EYE,65175,OTHER,245,"$166,712.64","$128,202.04",,,
EYE,65175,TOTAL,246,"$167,575.44","$128,878.48",,,
EYE,65205,SG,N/A,$63.92,$50.12,,,
EYE,65205,OTHER,25747,"$1,429,271.28","$1,025,626.86",,,
EYE,65205,TOTAL,25749,"$1,429,335.20","$1,025,676.98",,,
EYE,65210,80S,N/A,$0.00,$0.00,,,
EYE,65210,SG,N/A,$39.45,$0.00,,,
EYE,65210,OTHER,22575,"$1,615,640.26","$1,172,516.01",,,
EYE,65210,TOTAL,22576,"$1,615,679.71","$1,172,516.01",,,
EYE,65220,SG,N/A,$217.13,$170.22,,,
EYE,65220,OTHER,2825,"$138,447.71","$95,954.95",,,
EYE,65220,TOTAL,2830,"$138,664.84","$96,125.17",,,
EYE,65222,SG,N/A,$0.00,$0.00,,,
EYE,65222,OTHER,29622,"$2,021,009.32","$1,422,792.76",,,
EYE,65222,TOTAL,29622,"$2,021,009.32","$1,422,792.76",,,
EYE,65235,80S,N/A,$178.38,$139.85,,,
EYE,65235,SG,N/A,"$4,121.13","$3,230.97",,,
EYE,65235,OTHER,275,"$156,921.09","$121,895.62",,,
EYE,65235,TOTAL,284,"$161,220.60","$125,266.44",,,
EYE,65260,80S,N/A,$86.44,$67.77,,,
EYE,65260,SG,N/A,$205.06,$160.77,,,
EYE,65260,OTHER,14,"$9,272.21","$7,269.41",,,
EYE,65260,TOTAL,16,"$9,563.71","$7,497.95",,,
EYE,65265,80S,16,"$2,701.41","$2,117.90",,,
EYE,65265,SG,N/A,"$4,369.21","$3,425.46",,,
EYE,65265,OTHER,215,"$189,315.08","$147,815.03",,,
EYE,65265,TOTAL,237,"$196,385.70","$153,358.39",,,
EYE,65270,80S,N/A,$25.41,$19.92,,,
EYE,65270,SG,N/A,"$2,903.84","$2,276.61",,,
EYE,65270,OTHER,123,"$28,718.03","$22,269.02",,,
EYE,65270,TOTAL,128,"$31,647.28","$24,565.55",,,
EYE,65272,SG,N/A,$940.03,$736.98,,,
EYE,65272,OTHER,84,"$34,157.56","$26,622.28",,,
EYE,65272,TOTAL,85,"$35,097.59","$27,359.26",,,
EYE,65273,OTHER,13,"$3,663.30","$2,872.01",,,
EYE,65273,TOTAL,13,"$3,663.30","$2,872.01",,,
EYE,65275,SG,N/A,"$2,067.34","$1,620.80",,,
EYE,65275,OTHER,74,"$34,865.82","$27,099.35",,,
EYE,65275,TOTAL,76,"$36,933.16","$28,720.15",,,
EYE,65280,80S,N/A,$290.94,$228.10,,,
EYE,65280,SG,N/A,"$1,883.77","$1,476.88",,,
EYE,65280,OTHER,316,"$203,476.52","$158,233.96",,,
EYE,65280,TOTAL,323,"$205,651.23","$159,938.94",,,
EYE,65285,80S,N/A,$0.00,$0.00,,,
EYE,65285,SG,N/A,"$16,704.27","$13,096.12",,,
EYE,65285,OTHER,952,"$1,127,066.62","$871,545.51",,,
EYE,65285,TOTAL,962,"$1,143,770.89","$884,641.63",,,
EYE,65286,80S,N/A,$0.00,$0.00,,,
EYE,65286,SG,N/A,"$2,152.53","$1,687.57",,,
EYE,65286,OTHER,806,"$428,453.28","$331,453.99",,,
EYE,65286,TOTAL,816,"$430,605.81","$333,141.56",,,
EYE,65290,80S,N/A,$0.00,$0.00,,,
EYE,65290,OTHER,64,"$22,044.17","$17,282.55",,,
EYE,65290,TOTAL,64,"$22,044.17","$17,282.55",,,
EYE,65400,80S,N/A,$0.00,$0.00,,,
EYE,65400,SG,279,"$162,959.09","$127,261.96",,,
EYE,65400,OTHER,8677,"$5,397,758.30","$4,161,509.85",,,
EYE,65400,TOTAL,8956,"$5,560,717.39","$4,288,771.81",,,
EYE,65410,80S,N/A,$0.00,$0.00,,,
EYE,65410,SG,N/A,$654.84,$513.39,,,
EYE,65410,OTHER,146,"$30,028.00","$22,932.71",,,
EYE,65410,TOTAL,147,"$30,682.84","$23,446.10",,,
EYE,65420,SG,125,"$64,198.67","$49,731.78",,,
EYE,65420,OTHER,3058,"$1,211,154.67","$935,089.79",,,
EYE,65420,TOTAL,3183,"$1,275,353.34","$984,821.57",,,
EYE,65426,80S,N/A,$0.00,$0.00,,,
EYE,65426,SG,429,"$412,897.07","$319,847.41",,,
EYE,65426,OTHER,9728,"$6,499,338.70","$5,007,582.56",,,
EYE,65426,TOTAL,10157,"$6,912,235.77","$5,327,429.97",,,
EYE,65430,SG,18,$759.51,$562.03,,,
EYE,65430,OTHER,5068,"$586,988.37","$440,773.71",,,
EYE,65430,TOTAL,5086,"$587,747.88","$441,335.74",,,
EYE,65435,80S,N/A,$0.00,$0.00,,,
EYE,65435,SG,92,"$2,936.40","$2,302.37",,,
EYE,65435,OTHER,8354,"$628,421.54","$466,292.84",,,
EYE,65435,TOTAL,8446,"$631,357.94","$468,595.21",,,
EYE,65436,80S,N/A,$0.00,$0.00,,,
EYE,65436,SG,29,"$5,289.51","$3,981.80",,,
EYE,65436,OTHER,1926,"$617,634.51","$474,591.25",,,
EYE,65436,TOTAL,1955,"$622,924.02","$478,573.05",,,
EYE,65450,SG,17,"$1,803.93","$1,414.30",,,
EYE,65450,OTHER,773,"$170,508.88","$131,104.23",,,
EYE,65450,TOTAL,790,"$172,312.81","$132,518.53",,,
EYE,65600,SG,N/A,$111.40,$87.34,,,
EYE,65600,OTHER,790,"$287,128.42","$220,900.59",,,
EYE,65600,TOTAL,791,"$287,239.82","$220,987.93",,,
EYE,65710,80S,39,"$7,376.50","$5,783.19",,,
EYE,65710,SG,13,"$24,798.47","$19,442.03",,,
EYE,65710,OTHER,481,"$631,993.44","$489,817.03",,,
EYE,65710,TOTAL,533,"$664,168.41","$515,042.25",,,
EYE,65730,80S,165,"$33,720.73","$26,233.14",,,
EYE,65730,SG,64,"$114,314.71","$84,509.73",,,
EYE,65730,OTHER,2978,"$4,265,649.42","$3,299,401.99",,,
EYE,65730,TOTAL,3207,"$4,413,684.86","$3,410,144.86",,,
EYE,65750,80S,48,"$9,241.94","$7,245.59",,,
EYE,65750,SG,N/A,"$12,716.62","$9,969.83",,,
EYE,65750,OTHER,628,"$833,658.90","$649,732.72",,,
EYE,65750,TOTAL,683,"$855,617.46","$666,948.14",,,
EYE,65755,80S,266,"$55,690.04","$43,424.91",,,
EYE,65755,SG,91,"$164,540.84","$128,976.67",,,
EYE,65755,OTHER,4997,"$7,002,624.60","$5,438,526.64",,,
EYE,65755,TOTAL,5354,"$7,222,855.48","$5,610,928.22",,,
EYE,65756,80S,1255,"$249,212.15","$193,185.46",,,
EYE,65756,SG,687,"$1,229,873.47","$953,254.47",,,
EYE,65756,OTHER,19660,"$27,276,389.27","$21,182,052.25",,,
EYE,65756,TOTAL,21602,"$28,755,474.89","$22,328,492.18",,,
EYE,65757,80S,N/A,$19.43,$15.23,,,
EYE,65757,SG,N/A,$0.00,$0.00,,,
EYE,65757,OTHER,2179,"$349,326.74","$271,108.72",,,
EYE,65757,TOTAL,2180,"$349,346.17","$271,123.95",,,
EYE,65760,SG,N/A,$0.00,$0.00,,,
EYE,65760,OTHER,N/A,$0.00,$0.00,,,
EYE,65760,TOTAL,N/A,$0.00,$0.00,,,
EYE,65765,OTHER,N/A,$0.00,$0.00,,,
EYE,65765,TOTAL,N/A,$0.00,$0.00,,,
EYE,65767,OTHER,N/A,$0.00,$0.00,,,
EYE,65767,TOTAL,N/A,$0.00,$0.00,,,
EYE,65770,80S,66,"$18,198.34","$14,267.57",,,
EYE,65770,SG,N/A,"$6,000.00","$4,704.00",,,
EYE,65770,OTHER,393,"$938,116.72","$724,866.96",,,
EYE,65770,TOTAL,460,"$962,315.06","$743,838.53",,,
EYE,65771,OTHER,N/A,$0.00,$0.00,,,
EYE,65771,TOTAL,N/A,$0.00,$0.00,,,
EYE,65772,SG,335,"$111,290.15","$87,108.97",,,
EYE,65772,OTHER,2275,"$963,957.12","$743,723.02",,,
EYE,65772,TOTAL,2610,"$1,075,247.27","$830,831.99",,,
EYE,65775,SG,N/A,"$1,419.39","$1,007.88",,,
EYE,65775,OTHER,86,"$47,276.65","$36,903.94",,,
EYE,65775,TOTAL,89,"$48,696.04","$37,911.82",,,
EYE,65778,80S,N/A,$0.00,$0.00,,,
EYE,65778,SG,N/A,$0.00,$0.00,,,
EYE,65778,OTHER,9377,"$12,592,699.40","$9,780,740.43",,,
EYE,65778,TOTAL,9377,"$12,592,699.40","$9,780,740.43",,,
EYE,65779,80S,N/A,$40.95,$32.10,,,
EYE,65779,SG,N/A,$0.00,$0.00,,,
EYE,65779,OTHER,708,"$252,316.36","$195,298.85",,,
EYE,65779,TOTAL,709,"$252,357.31","$195,330.95",,,
EYE,65780,80S,N/A,$0.00,$0.00,,,
EYE,65780,SG,45,"$79,229.57","$62,000.62",,,
EYE,65780,OTHER,3158,"$3,756,963.86","$2,914,357.98",,,
EYE,65780,TOTAL,3203,"$3,836,193.43","$2,976,358.60",,,
EYE,65781,80S,N/A,"$1,478.54","$1,159.17",,,
EYE,65781,OTHER,50,"$70,839.25","$54,464.92",,,
EYE,65781,TOTAL,57,"$72,317.79","$55,624.09",,,
EYE,65782,SG,41,"$82,064.72","$64,338.85",,,
EYE,65782,OTHER,487,"$682,900.62","$527,217.42",,,
EYE,65782,TOTAL,528,"$764,965.34","$591,556.27",,,
EYE,65800,80S,N/A,$0.00,$0.00,,,
EYE,65800,SG,372,"$128,993.25","$99,978.13",,,
EYE,65800,OTHER,42292,"$5,517,134.30","$4,254,431.92",,,
EYE,65800,TOTAL,42664,"$5,646,127.55","$4,354,410.05",,,
EYE,65810,80S,N/A,$0.00,$0.00,,,
EYE,65810,SG,N/A,"$8,127.37","$6,256.61",,,
EYE,65810,OTHER,518,"$254,105.05","$197,129.00",,,
EYE,65810,TOTAL,528,"$262,232.42","$203,385.61",,,
EYE,65815,80S,N/A,$0.00,$0.00,,,
EYE,65815,SG,34,"$28,797.15","$22,576.98",,,
EYE,65815,OTHER,1464,"$803,192.66","$627,239.21",,,
EYE,65815,TOTAL,1498,"$831,989.81","$649,816.19",,,
EYE,65820,80S,N/A,$0.00,$0.00,,,
EYE,65820,SG,N/A,"$3,708.03","$2,907.10",,,
EYE,65820,OTHER,155,"$109,905.10","$84,826.60",,,
EYE,65820,TOTAL,159,"$113,613.13","$87,733.70",,,
EYE,65850,80S,N/A,$0.00,$0.00,,,
EYE,65850,SG,60,"$29,445.88","$22,708.03",,,
EYE,65850,OTHER,2344,"$1,744,832.05","$1,349,534.42",,,
EYE,65850,TOTAL,2404,"$1,774,277.93","$1,372,242.45",,,
EYE,65855,80S,N/A,$0.00,$0.00,,,
EYE,65855,SG,4903,"$876,736.39","$669,702.89",,,
EYE,65855,OTHER,176176,"$56,416,338.04","$43,213,715.77",,,
EYE,65855,TOTAL,181079,"$57,293,074.43","$43,883,418.66",,,
EYE,65860,SG,19,"$3,103.47","$2,317.83",,,
EYE,65860,OTHER,1334,"$364,279.52","$281,384.82",,,
EYE,65860,TOTAL,1353,"$367,382.99","$283,702.65",,,
EYE,65865,80S,N/A,$0.00,$0.00,,,
EYE,65865,SG,15,"$6,561.65","$5,144.35",,,
EYE,65865,OTHER,964,"$297,944.54","$229,994.21",,,
EYE,65865,TOTAL,979,"$304,506.19","$235,138.56",,,
EYE,65870,80S,N/A,$0.00,$0.00,,,
EYE,65870,SG,37,"$22,060.99","$17,180.68",,,
EYE,65870,OTHER,1454,"$611,913.61","$476,443.06",,,
EYE,65870,TOTAL,1491,"$633,974.60","$493,623.74",,,
EYE,65875,80S,N/A,$0.00,$0.00,,,
EYE,65875,SG,59,"$32,711.77","$25,646.14",,,
EYE,65875,OTHER,2219,"$946,914.05","$735,129.31",,,
EYE,65875,TOTAL,2278,"$979,625.82","$760,775.45",,,
EYE,65880,80S,N/A,$0.00,$0.00,,,
EYE,65880,SG,N/A,$671.58,$526.51,,,
EYE,65880,OTHER,129,"$58,823.39","$45,592.63",,,
EYE,65880,TOTAL,130,"$59,494.97","$46,119.14",,,
EYE,65900,80S,N/A,$166.58,$130.60,,,
EYE,65900,SG,N/A,$54.77,$42.94,,,
EYE,65900,OTHER,79,"$46,763.89","$36,613.52",,,
EYE,65900,TOTAL,82,"$46,985.24","$36,787.06",,,
EYE,65920,80S,N/A,$0.00,$0.00,,,
EYE,65920,SG,24,"$23,063.43","$18,081.70",,,
EYE,65920,OTHER,1179,"$823,968.99","$641,330.69",,,
EYE,65920,TOTAL,1203,"$847,032.42","$659,412.39",,,
EYE,65930,80S,N/A,$0.00,$0.00,,,
EYE,65930,SG,29,"$30,499.60","$22,790.07",,,
EYE,65930,OTHER,605,"$372,857.61","$289,334.75",,,
EYE,65930,TOTAL,634,"$403,357.21","$312,124.82",,,
EYE,66020,80S,N/A,$0.00,$0.00,,,
EYE,66020,SG,73,"$39,790.74","$31,080.60",,,
EYE,66020,OTHER,1987,"$429,740.09","$333,525.44",,,
EYE,66020,TOTAL,2060,"$469,530.83","$364,606.04",,,
EYE,66030,80S,N/A,$0.00,$0.00,,,
EYE,66030,SG,N/A,"$1,991.55","$1,561.37",,,
EYE,66030,OTHER,655,"$103,689.90","$79,674.91",,,
EYE,66030,TOTAL,660,"$105,681.45","$81,236.28",,,
EYE,66130,SG,N/A,"$3,137.53","$2,459.82",,,
EYE,66130,OTHER,232,"$164,700.67","$128,222.09",,,
EYE,66130,TOTAL,236,"$167,838.20","$130,681.91",,,
EYE,66150,80S,N/A,$0.00,$0.00,,,
EYE,66150,SG,N/A,"$1,169.10",$916.57,,,
EYE,66150,OTHER,104,"$83,271.41","$65,170.70",,,
EYE,66150,TOTAL,106,"$84,440.51","$66,087.27",,,
EYE,66155,OTHER,N/A,"$5,877.50","$4,607.99",,,
EYE,66155,TOTAL,N/A,"$5,877.50","$4,607.99",,,
EYE,66160,80S,N/A,$0.00,$0.00,,,
EYE,66160,SG,N/A,$919.72,$721.06,,,
EYE,66160,OTHER,110,"$86,365.58","$66,971.50",,,
EYE,66160,TOTAL,112,"$87,285.30","$67,692.56",,,
EYE,66165,SG,N/A,$465.18,$364.70,,,
EYE,66165,OTHER,N/A,"$6,646.77","$5,211.04",,,
EYE,66165,TOTAL,N/A,"$7,111.95","$5,575.74",,,
EYE,66170,80S,679,"$142,399.97","$109,964.72",,,
EYE,66170,SG,597,"$444,030.97","$343,082.00",,,
EYE,66170,OTHER,18730,"$19,880,474.54","$15,420,114.94",,,
EYE,66170,TOTAL,20006,"$20,466,905.48","$15,873,161.66",,,
EYE,66172,80S,305,"$81,908.00","$63,678.75",,,
EYE,66172,SG,317,"$300,545.32","$232,916.07",,,
EYE,66172,OTHER,7560,"$10,383,085.67","$8,071,799.09",,,
EYE,66172,TOTAL,8182,"$10,765,538.99","$8,368,393.91",,,
EYE,66174,80S,19,"$3,029.23","$2,374.92",,,
EYE,66174,SG,N/A,"$17,677.08","$13,728.70",,,
EYE,66174,OTHER,547,"$705,861.43","$546,258.24",,,
EYE,66174,TOTAL,576,"$726,567.74","$562,361.86",,,
EYE,66175,80S,14,"$2,224.34","$1,743.95",,,
EYE,66175,SG,14,"$23,299.94","$18,068.35",,,
EYE,66175,OTHER,1575,"$2,129,788.70","$1,647,459.50",,,
EYE,66175,TOTAL,1603,"$2,155,312.98","$1,667,271.80",,,
EYE,66180,80S,1063,"$206,922.82","$161,139.59",,,
EYE,66180,SG,431,"$722,769.82","$560,471.76",,,
EYE,66180,OTHER,19725,"$26,442,723.20","$20,535,183.19",,,
EYE,66180,TOTAL,21219,"$27,372,415.84","$21,256,794.54",,,
EYE,66183,80S,148,"$25,959.57","$20,290.14",,,
EYE,66183,SG,366,"$628,370.89","$488,710.95",,,
EYE,66183,OTHER,9131,"$11,788,312.95","$9,168,578.82",,,
EYE,66183,TOTAL,9645,"$12,442,643.41","$9,677,579.91",,,
EYE,66185,80S,155,"$14,722.89","$11,262.46",,,
EYE,66185,SG,68,"$107,043.17","$80,052.29",,,
EYE,66185,OTHER,2973,"$2,688,204.36","$2,081,591.96",,,
EYE,66185,TOTAL,3196,"$2,809,970.42","$2,172,906.71",,,
EYE,66220,OTHER,13,"$14,224.38","$11,036.65",,,
EYE,66220,TOTAL,13,"$14,224.38","$11,036.65",,,
EYE,66225,80S,N/A,$0.00,$0.00,,,
EYE,66225,SG,N/A,"$4,816.33","$3,776.01",,,
EYE,66225,OTHER,568,"$475,096.65","$369,082.47",,,
EYE,66225,TOTAL,571,"$479,912.98","$372,858.48",,,
EYE,66250,80S,N/A,$0.00,$0.00,,,
EYE,66250,SG,460,"$286,036.27","$221,301.80",,,
EYE,66250,OTHER,13294,"$7,782,498.20","$6,028,996.18",,,
EYE,66250,TOTAL,13754,"$8,068,534.47","$6,250,297.98",,,
EYE,66500,SG,N/A,$160.11,$125.55,,,
EYE,66500,OTHER,196,"$30,616.88","$24,003.58",,,
EYE,66500,TOTAL,199,"$30,776.99","$24,129.13",,,
EYE,66505,SG,N/A,$210.33,$164.89,,,
EYE,66505,OTHER,59,"$14,283.55","$11,198.55",,,
EYE,66505,TOTAL,60,"$14,493.88","$11,363.44",,,
EYE,66600,OTHER,83,"$56,573.25","$44,122.86",,,
EYE,66600,TOTAL,83,"$56,573.25","$44,122.86",,,
EYE,66605,OTHER,N/A,"$9,406.58","$7,374.75",,,
EYE,66605,TOTAL,N/A,"$9,406.58","$7,374.75",,,
EYE,66625,80S,N/A,$0.00,$0.00,,,
EYE,66625,SG,44,"$10,042.54","$7,762.36",,,
EYE,66625,OTHER,1322,"$447,491.20","$345,900.49",,,
EYE,66625,TOTAL,1366,"$457,533.74","$353,662.85",,,
EYE,66630,OTHER,56,"$25,658.46","$19,915.34",,,
EYE,66630,TOTAL,56,"$25,658.46","$19,915.34",,,
EYE,66635,OTHER,170,"$71,875.38","$56,293.48",,,
EYE,66635,TOTAL,170,"$71,875.38","$56,293.48",,,
EYE,66680,80S,N/A,$0.00,$0.00,,,
EYE,66680,SG,23,"$17,874.94","$14,013.96",,,
EYE,66680,OTHER,738,"$349,824.90","$272,526.78",,,
EYE,66680,TOTAL,761,"$367,699.84","$286,540.74",,,
EYE,66682,80S,N/A,$0.00,$0.00,,,
EYE,66682,SG,64,"$37,719.17","$29,456.56",,,
EYE,66682,OTHER,1975,"$926,627.02","$721,488.53",,,
EYE,66682,TOTAL,2039,"$964,346.19","$750,945.09",,,
EYE,66700,OTHER,20,"$7,980.29","$6,256.59",,,
EYE,66700,TOTAL,20,"$7,980.29","$6,256.59",,,
EYE,66710,80S,N/A,$0.00,$0.00,,,
EYE,66710,SG,120,"$73,139.20","$56,681.68",,,
EYE,66710,OTHER,5062,"$2,334,396.07","$1,806,345.56",,,
EYE,66710,TOTAL,5182,"$2,407,535.27","$1,863,027.24",,,
EYE,66711,80S,N/A,$0.00,$0.00,,,
EYE,66711,SG,1080,"$522,454.80","$409,079.71",,,
EYE,66711,OTHER,18288,"$7,712,737.47","$6,005,603.68",,,
EYE,66711,TOTAL,19368,"$8,235,192.27","$6,414,683.39",,,
EYE,66720,80S,N/A,$0.00,$0.00,,,
EYE,66720,SG,N/A,"$5,031.84","$3,893.72",,,
EYE,66720,OTHER,314,"$134,888.32","$104,187.88",,,
EYE,66720,TOTAL,322,"$139,920.16","$108,081.60",,,
EYE,66740,80S,N/A,$0.00,$0.00,,,
EYE,66740,OTHER,499,"$168,860.38","$132,231.90",,,
EYE,66740,TOTAL,499,"$168,860.38","$132,231.90",,,
EYE,66761,80S,N/A,$0.00,$0.00,,,
EYE,66761,SG,2754,"$496,582.15","$379,487.34",,,
EYE,66761,OTHER,94151,"$25,892,614.57","$19,793,704.07",,,
EYE,66761,TOTAL,96905,"$26,389,196.72","$20,173,191.41",,,
EYE,66762,SG,20,"$4,474.80","$3,508.28",,,
EYE,66762,OTHER,2991,"$1,480,247.72","$1,145,343.16",,,
EYE,66762,TOTAL,3011,"$1,484,722.52","$1,148,851.44",,,
EYE,66770,OTHER,135,"$68,909.98","$53,964.07",,,
EYE,66770,TOTAL,135,"$68,909.98","$53,964.07",,,
EYE,66820,80S,N/A,$0.00,$0.00,,,
EYE,66820,SG,89,"$19,325.56","$15,023.93",,,
EYE,66820,OTHER,820,"$191,661.64","$148,470.94",,,
EYE,66820,TOTAL,909,"$210,987.20","$163,494.87",,,
EYE,66821,80S,N/A,$0.00,$0.00,,,
EYE,66821,SG,38780,"$8,882,025.41","$6,803,921.55",,,
EYE,66821,OTHER,869029,"$254,305,775.53","$194,806,499.35",,,
EYE,66821,TOTAL,907809,"$263,187,800.94","$201,610,420.90",,,
EYE,66825,80S,31,"$2,466.83","$1,933.95",,,
EYE,66825,SG,275,"$244,648.49","$190,681.14",,,
EYE,66825,OTHER,6904,"$4,852,842.94","$3,766,058.73",,,
EYE,66825,TOTAL,7210,"$5,099,958.26","$3,958,673.82",,,
EYE,66830,80S,N/A,$0.00,$0.00,,,
EYE,66830,SG,N/A,"$1,335.30","$1,046.87",,,
EYE,66830,OTHER,589,"$252,246.35","$194,714.22",,,
EYE,66830,TOTAL,592,"$253,581.65","$195,761.09",,,
EYE,66840,80S,N/A,$0.00,$0.00,,,
EYE,66840,SG,154,"$99,611.20","$77,884.79",,,
EYE,66840,OTHER,3226,"$1,956,043.99","$1,519,720.56",,,
EYE,66840,TOTAL,3380,"$2,055,655.19","$1,597,605.35",,,
EYE,66850,80S,N/A,$0.00,$0.00,,,
EYE,66850,SG,138,"$124,446.70","$95,807.56",,,
EYE,66850,OTHER,5814,"$3,841,087.66","$2,990,684.69",,,
EYE,66850,TOTAL,5952,"$3,965,534.36","$3,086,492.25",,,
EYE,66852,80S,24,"$2,939.14","$2,304.31",,,
EYE,66852,SG,39,"$42,432.87","$31,374.67",,,
EYE,66852,OTHER,1656,"$1,424,590.40","$1,108,542.02",,,
EYE,66852,TOTAL,1719,"$1,469,962.41","$1,142,221.00",,,
EYE,66920,SG,N/A,"$6,324.11","$4,958.09",,,
EYE,66920,OTHER,91,"$70,620.41","$54,870.81",,,
EYE,66920,TOTAL,98,"$76,944.52","$59,828.90",,,
EYE,66930,80S,N/A,$0.00,$0.00,,,
EYE,66930,SG,N/A,"$3,057.99","$2,397.47",,,
EYE,66930,OTHER,100,"$78,687.11","$61,676.85",,,
EYE,66930,TOTAL,104,"$81,745.10","$64,074.32",,,
EYE,66940,80S,N/A,$134.19,$105.20,,,
EYE,66940,SG,21,"$7,333.04","$5,636.38",,,
EYE,66940,OTHER,699,"$481,973.51","$373,690.00",,,
EYE,66940,TOTAL,722,"$489,440.74","$379,431.58",,,
EYE,66982,80S,N/A,$0.00,$0.00,,,
EYE,66982,SG,9671,"$9,374,775.75","$7,246,754.86",,,
EYE,66982,OTHER,283972,"$230,819,579.79","$179,143,915.66",,,
EYE,66982,TOTAL,293643,"$240,194,355.54","$186,390,670.52",,,
EYE,66983,80S,N/A,$0.00,$0.00,,,
EYE,66983,SG,N/A,"$9,986.95","$7,829.76",,,
EYE,66983,OTHER,386,"$165,352.75","$128,578.90",,,
EYE,66983,TOTAL,396,"$175,339.70","$136,408.66",,,
EYE,66984,80S,N/A,$97.07,$76.11,,,
EYE,66984,SG,126524,"$122,807,491.72","$94,892,629.58",,,
EYE,66984,OTHER,3019928,"$2,062,149,751.58","$1,596,763,579.58",,,
EYE,66984,TOTAL,3146453,"$2,184,957,340.37","$1,691,656,285.27",,,
EYE,66985,80S,N/A,$0.00,$0.00,,,
EYE,66985,SG,322,"$289,815.22","$225,698.24",,,
EYE,66985,OTHER,6430,"$4,414,825.18","$3,428,541.73",,,
EYE,66985,TOTAL,6752,"$4,704,640.40","$3,654,239.97",,,
EYE,66986,80S,N/A,$0.00,$0.00,,,
EYE,66986,SG,425,"$372,249.39","$288,185.00",,,
EYE,66986,OTHER,9925,"$7,812,250.76","$6,066,958.25",,,
EYE,66986,TOTAL,10350,"$8,184,500.15","$6,355,143.25",,,
EYE,66990,80S,N/A,$0.00,$0.00,,,
EYE,66990,SG,N/A,$0.00,$0.00,,,
EYE,66990,OTHER,95,"$8,828.26","$6,783.63",,,
EYE,66990,TOTAL,95,"$8,828.26","$6,783.63",,,
EYE,66999,80S,N/A,$18.64,$14.61,,,
EYE,66999,SG,N/A,$0.00,$0.00,,,
EYE,66999,OTHER,390,"$144,060.18","$111,181.88",,,
EYE,66999,TOTAL,391,"$144,078.82","$111,196.49",,,
EYE,67005,80S,N/A,$0.00,$0.00,,,
EYE,67005,SG,49,"$25,394.55","$19,243.69",,,
EYE,67005,OTHER,1940,"$714,106.68","$554,851.41",,,
EYE,67005,TOTAL,1989,"$739,501.23","$574,095.10",,,
EYE,67010,80S,N/A,$0.00,$0.00,,,
EYE,67010,SG,159,"$261,950.38","$205,368.86",,,
EYE,67010,OTHER,3628,"$2,777,991.18","$2,155,513.39",,,
EYE,67010,TOTAL,3787,"$3,039,941.56","$2,360,882.25",,,
EYE,67015,80S,N/A,$0.00,$0.00,,,
EYE,67015,SG,22,"$30,466.03","$20,794.12",,,
EYE,67015,OTHER,2137,"$1,472,115.67","$1,141,098.02",,,
EYE,67015,TOTAL,2159,"$1,502,581.70","$1,161,892.14",,,
EYE,67025,80S,N/A,$0.00,$0.00,,,
EYE,67025,SG,N/A,"$9,590.53","$7,403.71",,,
EYE,67025,OTHER,1071,"$663,511.93","$516,412.44",,,
EYE,67025,TOTAL,1081,"$673,102.46","$523,816.15",,,
EYE,67027,80S,18,"$2,344.97","$1,838.52",,,
EYE,67027,SG,N/A,"$12,109.30","$9,493.68",,,
EYE,67027,OTHER,891,"$851,867.10","$660,205.29",,,
EYE,67027,TOTAL,916,"$866,321.37","$671,537.49",,,
EYE,67028,80S,N/A,$0.00,$0.00,,,
EYE,67028,SG,5535,"$239,169.68","$177,371.83",,,
EYE,67028,OTHER,2619950,"$279,708,819.30","$211,685,803.42",,,
EYE,67028,TOTAL,2625485,"$279,947,988.98","$211,863,175.25",,,
EYE,67030,OTHER,66,"$32,986.34","$25,289.76",,,
EYE,67030,TOTAL,66,"$32,986.34","$25,289.76",,,
EYE,67031,SG,134,"$31,586.59","$24,116.54",,,
EYE,67031,OTHER,3743,"$1,382,785.49","$1,064,682.59",,,
EYE,67031,TOTAL,3877,"$1,414,372.08","$1,088,799.13",,,
EYE,67036,80S,2168,"$348,027.74","$270,400.81",,,
EYE,67036,SG,579,"$971,171.38","$749,057.02",,,
